rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,796162,213689,702104,https://imagesx.practo.com/providers/dr-balbir-singh-cardiologist-gurgaon-c06017be-1dd8-4899-ba79-0a19db91684e.jpg,/delhi/doctor/dr-balbir-singh-cardiologist?practice_id=702104&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. Balbir Singh,Cardiologist,MBBS,"G B Pant Hospital / Moulana Azad Medical College, New Delhi",1983,MD - Medicine,"G B Pant Hospital / Moulana Azad Medical College, New Delhi",1987,37,Delhi,Saket,Hospital,Max Super Speciality Hospital - Saket East Wing,1500,"Dr. Balbir Singh is a prominent Cardiologist; renowned both nationally and internationally. He has received several international and national awards including the prestigious Padma Shree award. He pioneered several new techniques in invasive cardiology and has a faculty status at all major conferences both in Europe and America. Is a specialist in coronary angioplasty, electrophysiology, radiofrequency ablation for arrhythmias, pacemakers, devices to treat heart failure. Is on the advisory panel of several international societies. He is the fellow of the American College of Cardiology and has written many chapters in books and journals. His commitment to his patients and to the field of cardiology stems as much from his zeal to innovate and explore new horizons in science for the betterment of human race as from his fervor to serve mankind.",58.0,19,13,"8/7/2024, 11:43:34 PM",2,,male
2,586807,325016,912154,https://imagesx.practo.com/providers/dr-k-k-kapur-cardiologist-delhi-e29be4b4-e848-4bb6-8563-3cbd98961750.jpg,/delhi/doctor/dr-k-k-kapur-cardiologist?practice_id=912154&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. K. K. Kapur,Cardiologist,MBBS,"G B Pant Hospital / Moulana Azad Medical College, New Delhi",1977,MD - Medicine,"POSTGRADUATE INSTITUTE OF MEDICAL  EDUCATION AND RESEARCH, CHANDIGARH",1981,45,Delhi,Sarita Vihar,Hospital,Indraprastha Apollo Hospitals,1000,,100.0,9,4,"8/7/2024, 11:43:34 PM",3,,
3,82730,191274,702104,https://imagesx.practo.com/providers/dr-c-p-roy-cardiologist-delhi-1134884d-991d-422d-ac11-001e30b535a3.jpg,/delhi/doctor/dr-c-p-roy-cardiologist?practice_id=702104&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. C P Roy,Cardiologist,MBBS,"Armed Forces Medical College (AFMC), Pune",1970,MD - Medicine,"Armed Forces Medical College (AFMC), Pune",1978,54,Delhi,Saket,Hospital,Max Super Speciality Hospital - Saket East Wing,1200,"Dr. (Col.) C.P. Roy VSM did his MBBS & MD (Medicine) from Armed Forces Medical College, Pune and DM (Cardiology) from PGI Chandigarh.  He has the experience of having worked at various Army Hospitals for over 30 years. He was the Professor of Cardiology at the (Armed Forces Medical College), Pune where he was engaged in training DM Cardiology. He is a post graduate teacher and examiner for DM & DNB Cardiology.  He has been awarded the 'VishishtSewa Medal' by the President of India for his outstanding contribution to the field of Cardiology.  Prior to joining Max Healthcare, Dr. (Col.) C.P. Roy VSM was working as a Senior Consultant in Cardiology for 8 years at Escorts Heart Institute & Research Centre at New Delhi. During that period, he was actively engaged in training DNB (Cardiology) students. He also has an excellent record of academic achievements and many publications to his credit.",75.0,4,0,"8/7/2024, 11:43:34 PM",5,,male
4,585991,508032,912154,https://imagesx.practo.com/providers/dr-amit-mittal-cardiologist-ghaziabad-d3bd0b91-fb42-46e5-8a75-ecfc25e2c29f.jpg,/delhi/doctor/amit-mittal-1?practice_id=912154&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. Amit Mittal,Cardiologist,MD - Medicine,"G B Pant Hospital / Moulana Azad Medical College, New Delhi",2004,DM - Cardiology,"G B Pant Hospital / Moulana Azad Medical College, New Delhi",2009,25,Delhi,Sarita Vihar,Hospital,Indraprastha Apollo Hospitals,1500,.,98.0,183,83,"8/7/2024, 11:43:34 PM",6,,
5,586914,600573,912154,https://imagesx.practo.com/providers/dr-s-k-gupta-cardiologist-delhi-30fb3775-e672-4536-9d5b-fd81c3167cd0.jpg,/delhi/doctor/dr-s-k-gupta-6-cardiologist?practice_id=912154&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. S K Gupta,Cardiologist,MBBS,MEERUT UNIVERSITY,1974,MD - General Medicine,MEERUT UNIVERSITY,1978,41,Delhi,Sarita Vihar,Hospital,Indraprastha Apollo Hospitals,1200,Dr. S. K. Gupta is a Senior Consultant at the department of Cardiology in Indraprastha Apollo Hospital and he has over 35 years of rich professional experience in his field. Dr. Gupta has done more than 10000 Angiography and more than 5000 Angioplasty.,100.0,9,7,"8/7/2024, 11:43:34 PM",7,,
6,82738,191287,702104,https://imagesx.practo.com/providers/dr-rajeev-rathi-cardiologist-delhi-e6d4060f-c908-40b9-9559-68734d8d5e6e.jpg,/delhi/doctor/dr-rajeev-rathi-cardiologist?practice_id=702104&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. Rajeev Rathi,Cardiologist,MBBS,Pt. Jawahar Lal Nehru Memorial Medical College Raipur,1986,MD - Medicine,Pt. Jawahar Lal Nehru Memorial Medical College Raipur,1989,38,Delhi,Saket,Hospital,Max Super Speciality Hospital - Saket East Wing,1500,"Dr. Rathi is the Director & Head of the Trans-Radial Interventional Programme at Max Super Specialty Hospital. He is a senior interventional cardiologist with an experience of over 20 years. He has performed more than 15,000 cardiovascular interventions. He is an expert at coronary interventions like angiography and angioplasty. He is a pioneer in establishing the trans-radial route of these procedures in central India and at some major cardiac institutes of Delhi. He is active in many social causes including the Hriday Suraksha Abhiyan. Among his other endeavors, he is the founder of The Heart App, a cell phone-based application which has armed the common man in identifying a heart attack.",88.0,8,4,"8/7/2024, 11:43:34 PM",8,,male
7,798834,552660,702104,https://imagesx.practo.com/providers/dr-arif-mustaqueem-cardiologist-delhi-a57ee439-2f4e-460f-80e4-4048687530a0.jpg,/delhi/doctor/dr-arif-mustaqueem-cardiologist?practice_id=702104&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. Arif Mustaqueem,Cardiologist,MBBS,"Aligarh Muslim University, Aligarh",1996,MD - General Medicine,"Aligarh Muslim University, Aligarh",1999,28,Delhi,Saket,Hospital,Max Super Speciality Hospital - Saket East Wing,1200,"Dr. Arif Mustaqueem is a Consultant Cardiologist at Fortis Escorts Heart Institute, Okhla in New Delhi. After completing his MBBS and MD (Medicine 1999) from Jawaharlal Nehru Medical College, Aligarh, he worked as a Lecturer in the Department of Medicine at JNMCH. After this, he worked for a year as an SR in Cardiology at CARE Hospital in Hyderabad. Then in 2002, he joined Escorts Heart Institute and Research Centre and did his DNB Cardiology. Beyond this, he worked for almost two years in Intervention Cardiology. With nearly 18 years of experience in this field of cardiology, he has established his name and is well known amongst his contemporary colleagues.",100.0,8,2,"8/7/2024, 11:43:34 PM",9,,male
8,586273,599916,912154,https://imagesx.practo.com/providers/dr-pradeep-jain-cardiologist-delhi-3441cf53-2b83-4492-91cf-86c3f863d1da.jpg,/delhi/doctor/dr-pradeep-jain-3-cardiologist?practice_id=912154&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. Pradeep Jain,Cardiologist,MBBS,Punjabi University,1983,DM - Cardiology,Aiims,1991,41,Delhi,Sarita Vihar,Hospital,Indraprastha Apollo Hospitals,2000,,100.0,4,2,"8/7/2024, 11:43:34 PM",11,,
9,635613,484288,680128,https://imagesx.practo.com/providers/dr-subhash-chandra-cardiologist-delhi-2a63310a-f2d5-46c1-91a3-dc6fe649f4f7.jpg,/delhi/doctor/dr-subhash-chandra-1-pain-management-specialist?practice_id=680128&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. Subhash Chandra,Cardiologist,MBBS,"Aligarh Muslim University, Aligarh",1984,MD - General Medicine,"Aligarh Muslim University, Aligarh",1987,40,Delhi,Pusa Road,Hospital,BLK-Max Super Speciality Hospital,2400,,83.0,6,4,"8/7/2024, 11:43:34 PM",12,,male
10,789762,562786,680128,https://imagesx.practo.com/providers/dr-saket-bhardwaj-cardiologist-delhi-fcb933c6-a62c-489e-bd6c-1a4a721dbca4.jpg,/delhi/doctor/saket-bhardwaj-cardiologist?practice_id=680128&specialization=Cardiologist&referrer=doctor_listing&page_uid=6838ae13-fdb1-4840-842b-7e2f1eb66b9c,Dr. Saket Bhardwaj,Cardiologist,MBBS,University of Delhi,1985,MD - Medicine,University of Delhi,1992,39,Delhi,Pusa Road,Hospital,BLK-Max Super Speciality Hospital,2000,"Dr. Saket Bhardwaj is one of the leading Interventional Cardiologists in New Delhi, recognized for his groundbreaking work in Primary Angioplasty for a management of Acute Myocardial Infarction (heart attack). He has impeccable experience in the field of Coronary Angioplasty and Stenting, Percutaneous Balloon Valvuloplasty, Pacemaker Implantation, Renal Angioplasty, Carotid Angioplasty and other peripheral vascular interventions, in various leading hospitals of Delhi.",92.0,38,19,"8/7/2024, 11:43:34 PM",14,,male
