rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,612732,632855,1172617,https://imagesx.practo.com/providers/dr-harini-orthodontist-hyderabad-44ae7d8a-0731-4c55-ac4b-753f788f439e.jpg,/hyderabad/doctor/dr-t-harini?practice_id=1172617&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Harini,Dentist,MDS - Orthodontics,"Goverment Dental College, Hyderabad",2004,BDS,Government Dental College,2000.0,23,Hyderabad,West Marredpally,Hospital,Esthetix Dental ,400,"Dr. Harini  is an experienced braces specialist including Invisalign aligners. She did her B.D.S and M.D.S.from the prestigious Government dental college(Osmania).She was the topper of the batch and did her masters in Orthodontics and dentofacial orthopedics after securing the first rank in the AP MDS entrance test.She specializes in braces treatment procedures to correct forwardly placed, irregular and crowded teeth.She is also  a certified practitioner of 1. Invisalign aligners by align technologies, U.S.A 2. K-line aligners, Germany 3. Clear path aligners 4. Damon system 5. Certified  in lingual braces by locus lingual orthodontic center. Her areas of specialization include cosmetic dentistry, invisible braces, painless braces and clear aligners.",100.0,64.0,43,"8/7/2024, 6:46:09 PM",2,,female
2,220782,4908,711785,https://imagesx.practo.com/providers/dr-chandrashekhar-reddy-dentist-hyderabad-06814f17-6fb0-42b9-8966-37455511731d.jpg,/hyderabad/doctor/dr-chandrasekhar-reddy-dentist-1?practice_id=711785&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Chandrashekhar Reddy,Dentist,BDS,S.B. Patil Dental College  Hospital,1996,,,,25,Hyderabad,Chanda Nagar,Hospital,Sri Sai Dental Hospital,400,Dental Surgeon and Implantologist.,95.0,43.0,12,"8/7/2024, 6:46:09 PM",3,,male
3,362514,431672,851876,https://imagesx.practo.com/providers/dr-haranadh-reddy-m-r-oral-and-maxillofacial-surgeon-hyderabad-7bd62881-e1df-4b2e-9f32-890500634c74.jpg,/hyderabad/doctor/dr-haranadh-reddy-dentist-1?practice_id=851876&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Haranadh Reddy M.R,Dentist,BDS,GDC Osmania Dental College,1998,MDS - Oral & Maxillofacial Surgery,GDC Osmania Dental College,2003.0,21,Hyderabad,Dilsukhnagar,Clinic,Adithri Dental & Maxillofacial Surgery Centre,300,The Doctor Haranadh Reddy.M.R is Practicing in Adithri Dental Specialities as Oral &  Maxillofacial Surgeon. ,96.0,306.0,207,"8/7/2024, 6:46:09 PM",5,,male
4,618877,381229,1176875,https://imagesx.practo.com/providers/dr-md-safiuddin-quraishi-orthodontist-hyderabad-22c1c967-b937-44f1-8108-b4000b7ffc53.jpg,/hyderabad/doctor/dr-safi-1-dentist?practice_id=1176875&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Md Safiuddin Quraishi,Dentist,BDS,Kamineni Dental College ,2013,MDS - Orthodontics and Dentofacial Orthopaedics,Panineeya Dental College,2017.0,11,Hyderabad,Tolichowki,Clinic,The Dental Room,300,"Dr. Md. Safiuddin Quraishi (BDS, MDS),  is a masters in the field of “Orthodontics & Dentofacial Orthopedics” with 5 years of experience in general dentistry, and a member of the ‘Indian Orthodontics Society’ (IOS). Dr. Safi’s immense knowledge, skill and handwork has gained him the reputation of being one of Hyderabad’s best Orthodontist. He earned his bachelor’s degree in 2013 from Kamineni Institute of Dental Sciences (NTR University). Since his graduation he attended various educational programmes in the field of dentistry specifically Endodontic procedures (Root Canal Therapy) and Prosthetic Rehabilitation. (Crown & Bridges) However, Dr. Safi’s love for Orthodontics (Braces) led him to pursue his master’s (MDS) degree in “Orthodontics & Dentofacial Orthopedics” in the year 2017. He considers every case as a new challenge and his urge of perfection makes him stand out in the sea of other Orthodontists. In 2013, Dr. Safi opened up his first venture with ‘Dental Star’ keeping in mind Quality and Care as his primary concern. With the completion of his master’s degree, he upgraded the existing Dental Star to a more sophisticated and highly equipped practice with the opening of ‘The Dental Room’. A practice providing patients with outstanding quality in both general and orthodontic dentistry in a highly sophisticated environment with utmost care given to sterilization and disinfection protocols. He and his team treat every patient with personal attention and most importantly: ethically and compassionately. His zeal of learning new techniques and exploring different treatment modalities, makes him very versatile in his field of dentistry. He has attended courses in Prosthodontic Rehabilitation, Invisalign Braces and Implant Surgery.",99.0,126.0,110,"8/7/2024, 6:46:09 PM",6,,male
5,176281,169349,695516,https://imagesx.practo.com/providers/dr-k-arjun-dentist-hyderabad-db857332-f726-475c-9a2b-4a0e0f8e041f.jpg,/hyderabad/doctor/dr-arjun-dentist-1?practice_id=695516&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. K. Arjun,Dentist,BDS,"SDM College of Dental Sciences, Dharwad",1997,MDS - Oral & Maxillofacial Surgery,Rajiv Gandhi University of Health Sciences,2002.0,27,Hyderabad,Tarnaka,Clinic,Tarnaka Dental Clinic,200,"Dr. Arjun has Completed BDS from prestigious SDM College of Dental Sciences in Dharwar in 1998  and did post graduation MDS  in Oral and Maxillofacial Surgery from College of Dental Sciences, Davangere. Awarded Best  outgoing student and Gold Medalist in the year 2002 in Rajiv Gandhi university. Having about 22 years of clinical experience in dental surgery. Presently working as the professor in Aditya Dental College. Having publications in reputed journals internationally.   Presently mainly focusing on full mouth rehabilitation and dental implants. Awarded prestigious International college of Oral Implantologists membership and Association of Oral Maxillofacial Surgeons membership.",98.0,357.0,158,"8/7/2024, 6:46:09 PM",8,,male
6,595152,611889,851876,https://imagesx.practo.com/providers/dr-lavanya-dentist-hyderabad-8bada409-d919-43f9-b020-a7d74e7edf2d.jpg,/hyderabad/doctor/dr-lavanya-19-dentist-2?practice_id=851876&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Lavanya,Dentist,BDS,Sibar Institute of Dental Sciences,2012,MDS - Oral & Maxillofacial Surgery,SVS institute of dental sciences,2021.0,12,Hyderabad,Dilsukhnagar,Clinic,Adithri Dental & Maxillofacial Surgery Centre,500,Dr. Lavanya MDS is a renowned Maxilofacial Surgeon at Adithri Dental & Maxillofacial Surgery Centre,99.0,90.0,82,"8/7/2024, 6:46:09 PM",9,,female
7,667337,717019,1239648,https://imagesx.practo.com/providers/dr-k-sravani-reddy-dental-surgeon-hyderabad-22a3420b-cadf-4787-b5df-17b74695c1fd.jpg,/hyderabad/doctor/dr-sravani-3-dentist-2?practice_id=1239648&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. K Sravani Reddy,Dentist,BDS,"Sidhartha Dental College, Vijayawada",2011,,,,13,Hyderabad,Karkhana,Hospital,Smile N Glow Dental & Skin Hospital,300,"Dr. K. Sravani is a cosmetic dental surgeon who does general dentistry practice in smilenglow dental & skin Hospital in kharkhana,Secunderabad.She completed B.D.S from sidhartha institute of dental sciences, vijayawada and internship from osmania dental hospital, Hyderabad. She has experience of 7 years & did fellowship in roatary endodontics & cosmetic dentistry and specialises in all basic and latest dental procedures including single sitting Rct, porcelain veneers, gum surgery, implants and many more.. She provides advance technologies like digital & portable X Ray, X smart which allows her to treat patient very quickly n comfortably.",98.0,120.0,76,"8/7/2024, 6:46:09 PM",10,,female
8,567342,290198,1137722,https://imagesx.practo.com/providers/dr-praveena-cosmetic-aesthetic-dentist-hyderabad-0661874a-bd81-4fd7-9c0b-56844c5f410d.jpg,/hyderabad/doctor/dr-praveena-6?practice_id=1137722&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Praveena,Dentist,BDS,Bangalore University,2000,,,,24,Hyderabad,Kondapur,Clinic,Just Smile Dental Clinic,400,"Dr Praveena Borra is a Cosmetic Dental Specialist at Just Smile Family Dental Care. She has Graduated from M. R. Ambedkar Dental College and Hospital  of Bangalore University in 2001. Later successfully completed her Advanced Prosthodontics Program from the University of Illinios Chicago , USA. With her education background she has valuable experience in the field of Dentistry. She has also worked with Dentists in USA, to understand and learn new advancements and techniques. With this exceptional training and experience behind her she had decided to open her own practice with the goal of providing excellence in Dentistry with outstanding aesthetic results. Patients receive a wide variety of treatment options and high quality care in her presence. Treatment options are economical and she makes sure that there is no compromise in the quality that she provides. She is proficient in all phases of Dentistry including Root canal treatment, Restorative, Oral surgery, Dental Implants, Crown and Bridge, Fixed and Removable Prosthodontics. She is up to date with the new technologies in Dentistry,  to help bring the new advance treatments to her patients. She cares for the one's Oral Health as it is a major indicator of your body's wellness. She is a Member of Andhra Pradesh State Dental Council, The Indian Dental Association and Academy of General Education. She has Degree/Certification in Bachelor of Dental Surgery, Advanced Prosthodontics from UIC, Illinois, USA and  in Endodontics and Oral Rehabilitation from New York University.",98.0,246.0,217,"8/7/2024, 6:46:09 PM",12,,female
9,191608,291194,701636,https://imagesx.practo.com/providers/dr-syed-saood-hasan-razvi-implantologist-hyderabad-5d13b08a-b6af-4aff-82f8-31dfa7d7b33f.jpg,/hyderabad/doctor/syed-saood-hasan-razvi-1-dentist?practice_id=701636&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Syed Saood Hasan Razvi,Dentist,BDS,Ames Dental College Hospital And Research Centre,1999,,,,20,Hyderabad,Tolichowki,Clinic,Denta'Glo Dental Clinic & Implant Centre,300,"We, the dentists at Denta ' Glo strongly believe that we have the positive aim and power to bring awareness about dental problems to common public in preventing dental diseases and to bring about a positive change towards a better oral health.  Our primary commitment is to maintain the highest standards of service, sterilization, and above all - patient care. You will see this commitment reflected continuously in all of the aspects of our organization. This philosophy, combined with the dedication of all of the professionals and staff who make up the patient care team, results in the best possible service to the patients and their families.  It is our dream to make Modern Dentistry a reality and to provide best quality treatment to common people , not only in urban but also in semi urban and rural areas at affordable cost.  Make an appointment today... we'll give you a reason to smile with confidence !  ",98.0,219.0,78,"8/7/2024, 6:46:09 PM",13,,male
10,5242,5167,649209,https://imagesx.practo.com/providers/dr-bharat-reddy-dentist-hyderabad-ebd23ec8-cab2-4b68-8df2-3df072fbbf66.jpg,/hyderabad/doctor/dr-bharat-reddy-dentist?practice_id=649209&specialization=Dentist&referrer=doctor_listing&page_uid=915520e4-cf4c-4c1d-871c-3bbbb1ecdbdb,Dr. Bharat Reddy,Dentist,BDS,"Dayananda Sagar College of Dental Sciences, Bangalore",1998,Fellowship in Oral implantlogy,Rajiv Gandhi University of Health Sciences,2015.0,26,Hyderabad,Borabanda,Clinic,Sai Dental Care,250,"Dr. Bharat Reddy is specialized in Root canal , Laser & Implant Dentistry. Member of Implant Dentistry & American Academy of Cosmetic Dentistry. Certificate in International Society for Immediate Loading Implants. Completed 1 year PG Implant course in Implant Dentistry at Rajeev Gandhi University.  He specializes in all the basic & latest dental procedures including dental implants, teeth whitening, porcelain veneers, smile corrections, gap closures, fixed teeth, root canal treatment, gum surgery, braces, kids dentistry, metal free crowns/bridges, wisdom teeth extractions. Being interested in Implantology, Cosmetic Dentistry, and Conservative practice, he has attended a number of conferences, lectures, seminars, workshops and hands-on programs to further flourish his skills and knowledge. Advanced technologies along with specialized techniques give him a very accurate view of the tooth and allow him to treat a patient very quickly and comfortably.",98.0,1441.0,493,"8/7/2024, 6:46:09 PM",15,,male
