rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,844947,468090,1407429,https://imagesx.practo.com/providers/dr-nataraj-h-m-orthopedic-surgeon-bangalore-2f39112f-681f-49e7-b5b1-b9372c1ba357.jpg,/bangalore/doctor/nataraj-h-m-orthopedist?practice_id=1407429&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Nataraj H M,Orthopedist,MBBS,"Kempegowda Institute of Medical Sciences (KIMS), Bangalore",2000.0,MS - Orthopaedics,K.S. Hegde Medical Academy,2010.0,18.0,Bangalore,Sarjapur Road,Hospital,Belenus Champion Hospital,700,"Dr. Nataraj H M is one of the best Orthopedic doctors in Bangalore with over a decade of experience in Orthopaedics. He has been recognised for performing multiple procedures first time in state and even in the country. To name a few- 1)First surgeon in India to perform Arthroscopic knee meniscal repair with all suture meniscal repair device 2)First surgeon in India to perform computer navigated (GPRS) total shoulder replacement 3)First surgeon in India to perform arthroscopic ACL recostruction with button fix adjustable loop anchors 4)First surgeon ever to perform triple row rotator cuff repair with Syronix suture anchors. Also one among the very few surgeons in the world to perform this procedure 5)First surgeon in south India to perform arthroscopic Bankart repair for shoulder dislocation with Vim Fix LR suture anchors  He has done super-specialization in Knee and Shoulder; considered as an authority in treating knee and shoulder problems. He has been trained in India and abroad. He is very scientific in his approach and practices evidence-based medicine of international standards. Apart from shoulder and knee, he is also trained in sports medicine. He is famous for his joint preservation work (procedures to prevent joint replacement) and stem cell therapy. He offers orthopedic outpatient services (bone, joint, ligaments, spine) and orthopedic surgical services (fracture care, arthroscopy-keyhole surgery, minimally invasive joint replacement(computer-assisted and conventional) and other orthopedic surgeries. He is well known among  the peer for the immense knowledge in orthopedics. He has been invited to deliver lectures to other orthopedic surgeons in orthopedic conferences apart from regular health education talks to public.",97.0,129.0,67,"8/8/2024, 4:51:31 PM",2,,male
2,861427,218209,1422628,https://imagesx.practo.com/providers/dr-chandrasekar-chikkamuniyappa-orthopedic-surgeon-bangalore-b7b9ac7a-c6ad-484f-9f43-0ed5cff509fe.jpg,/bangalore/doctor/dr-chandrasekar-chikkamuniyappa-orthopedist-3?practice_id=1422628&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Chandrasekar Chikkamuniyappa,Orthopedist,MBBS,"Bangalore Medical College and Research Institute, Bangalore",1994.0,MS - Orthopaedics,"Bangalore Medical College and Research Institute, Bangalore",1998.0,30.0,Bangalore,Kanakpura Road,Hospital,DHEE Hospitals,600,"Dr Chandrasekar Chikkamuniyappa is the CEO &amp; Senior Joint Replacement Surgeon of DHEE Hospitals an Expert Orthopaedic Surgeon specializing in cutting edge joint replacement surgeries including Robotic and minimally invasive hip and knee surgeries. He has to his credit, The Adult Reconstructive Fellowship from the Ranawat Orthopedic Center at the Hospital for Special Surgery, New York USA. A trainer in Joint replacement Fellowship for young Orthopedic Surgeons. His interest in joint reconstruction had earlier led him to The United Kingdom, where he spent 4 years at a University Hospital in London, crafting his skills in complex adult reconstruction of the hip and knee. Dr Chandrasekar Chikkamuniyappa is the Soul &amp; Brain behind the idea and concept of DHEE Hospitals. Inspiring people to take on the plausibly impossible journey to make people Healthier and Happier, he has led from the front, co-creating DHEE Hospitals to fulfill its infinite vision and providing a platform for all the doctors, nurses and staff to excel in their fields &amp; reach their potential. He is the pillar in creating DHEE Institute of Trauma and Orthopedics [DITO] a centre of excellence in Orthopedics and trauma. After returning from UK in 2007, he was instrumental in building several successful Orthopedic units in different multi-specialty. A merit student throughout his career and recipient of National Merit Scholarship all along; he is proud to be the alumnus both undergraduate and postgraduate of the prestigious Bangalore Medical College Dr Chandrasekar was privileged to serve as the Secretary of the Bangalore Orthopedic Society in 2008 and later as an active member of Karnataka Orthopedic Association, he is involved in organizing and conducting many educational programs both for the Public and Professionals. During his early years he was one of the first to fly for the on-site relief during Major Earthquake in Gujarat, India, 26th Jan 2001, from Bangalore Medical College. He led the team doing the planning, triage, resuscitation, and surgeries. Dr Chandrasekar is known for his exceptional leadership skills, self-discipline, service oriented proactive work and sharp clinical acumen. Hailing from a small village near Hoskote his journey across the globe and untiring efforts to make a difference in healthcare delivery in India is truly inspiring. Dr  Chandrasekar is well loved by his beloved patients especially the senior citizens who have a special place for him in their hearts, they travel from across India to consult him. Dr Chandrasekar Chikkamuniyappa strongly believes in the philosophy of ‘The purpose determines your power’. In 2012 he founded VYASA Foundation [ formerly People Tree Foundation ] that has made a life altering impact on several families. Tremendous complex work has been done through this foundation for free or subsidized both medical and surgical. Through this foundation his team has been able to conduct over 1000 complex surgeries and treatments so far for free and is continuously engaged in conducting many free health camps and Health education events &amp; initiatives. VYASA Foundation is now the charitable wing of DHEE Hospitals.",96.0,433.0,99,"8/8/2024, 4:51:31 PM",3,,male
3,492672,7169,1131824,https://imagesx.practo.com/providers/dr-mohan-m-r-orthopedic-surgeon-bangalore-515fcbeb-c772-4140-92ce-d8d344b97011.jpg,/bangalore/doctor/dr-mohan-m-r-orthopedist-orthopedist?practice_id=1131824&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Mohan M.R,Orthopedist,MBBS,"Bangalore Medical College and Research Institute, Bangalore",2002.0,MS - Orthopaedics,"Bangalore Medical College and Research Institute, Bangalore",2006.0,22.0,Bangalore,Hulimavu,Hospital,Nano Hospitals,500,,94.0,166.0,63,"8/8/2024, 4:51:31 PM",5,,male
4,934863,42642,1464455,https://imagesx.practo.com/providers/dr-subodh-m-shetty-spine-surgeon-ortho-bangalore-df8bbcec-f757-4694-84f0-3e63b1424c70.jpg,/bangalore/doctor/dr-subodh-m-shetty-orthopedist?practice_id=1464455&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Subodh M Shetty,Orthopedist,MBBS,Kasturba Medical  College,1992.0,MS - Orthopaedics,"Jawaharlal Nehru Medical College, Belgaum",1997.0,32.0,Bangalore,Bannerghatta Road,Hospital,Aasra Hospital,700,"Dr. Subodh M Shetty graduated from Kasturba Medical College, Manipal in 1992. His basic orthopedic training was at KMC, Manipal, and JNMC, Belgaum. He worked at city hospital and research center with prof Shantharam Shetty at Mangalore. In  Lilavati Hospital, Mumbai worked as spine fellow under prof P S Ramani. He got trained in minimally invasive spine surgery at Fujita Health University in Japan. His training in pediatric spine surgery and deformity correction was in Germany. He has attended international conferences in Japan, Switzerland, Netherlands and updated himself in recent trends in spine surgery.He is senior spine consultant at Apollo Hospital, Promed Hospital, and Sagar Hospital Bangalore. He is an expert in treating slipped disc problems of the neck and lower back using minimal invasion techniques. He has been treating pediatric spine problems with hunch back problems.  His real strength has been in treating people with failed back surgery, that is revision spine surgery. His results in correcting spine surgeries with complicated spine problems after an initial spine surgery have been excellent and it is a real challenge as it is already distorted the original anatomy. His revision spine surgery work is almost 30 to 40 percent of all his spine work. So Dr. Shetty opines that good results in spine surgery are dependent upon not only the skill of the surgeon but also the facilities in the hospital as well as the good teamwork of anesthetists and physiotherapists. He has the experience of operating on more than 5000 spine patients with disc problems, Deformities, Traumatic Spine, Infections and Hunch Back problems. His revision spine surgery is also one amongst the highest in the state. He has more than 20 years of experience and his dedication towards spine surgery has made him an expert spine surgeon.",90.0,558.0,70,"8/8/2024, 4:51:31 PM",6,,male
5,930976,42192,1464455,https://imagesx.practo.com/providers/dr-praveen-l-basanagoudar-orthopedic-surgeon-bangalore-605dd94f-7125-4b98-9185-a0c54caa8add.jpg,/bangalore/doctor/dr-praveen-basanagoudar-orthopedist?practice_id=1464455&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Praveen. L. Basanagoudar,Orthopedist,MBBS,Karnataka Medical Council,1994.0,MS - Orthopaedics,"POSTGRADUATE INSTITUTE OF MEDICAL  EDUCATION AND RESEARCH, CHANDIGARH",1997.0,30.0,Bangalore,Bannerghatta Road,Hospital,Aasra Hospital,850,"MS Ortho (PGI, Chandigarh) DNB, MRCS (UK) Fellowship, Joint Replacement Surgery (Glasgow, UK) AO Fellow-Shoulder, Spine & Sports surgery (Austria)  Dr. Praveen Basanagoudar is a senior Consultant Joint Replacement, Orthopedic, Trauma and Reconstructive Surgeon with over 18 years experience in these fields. He has MRCS from Royal College of Surgeons Edinburgh, Fellowship in Joint Replacement Surgery from Glasgow, UK, and AO Fellow-Shoulder in Spine & Sports surgery from Austria. His area of surgical expertise is in the field of total Knee Replacement and Hip Replacement surgeries including Complex cases /Revision Hip & Knee replacements. He also performs sports surgeries like arthroscopic knee ACL Reconstructions, Meniscectomy, Shoulder Arthroscopy, Rotator Cuff Tear Repairs, Spinal surgeries for lumbar slipped disc, Canal Stenosis & Spinal fractures.  Dr. Praveen Basanagoudar himself being a full Marathoner and Triathlete, is actively into fitness training. Treatment for Sports Injuries and sports related Surgeries.  Dr. Praveen is an author of 15 international Scientific Orthopedic publications in the field of Knee Replacement Surgery. These can be accessed on Google scholar and Google search by logging on with keywords; Basanagoudar P, Knee Replacement.",96.0,77.0,26,"8/8/2024, 4:51:31 PM",7,,male
6,861428,305180,1422628,https://imagesx.practo.com/providers/dr-gowrishankar-swamy-l-g-orthopedic-surgeon-bangalore-89125563-f97b-4546-8877-425f2ea1b988.jpg,/bangalore/doctor/dr-gowri-shankar-swamy-orthopedist-orthopedist?practice_id=1422628&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Gowrishankar Swamy L G,Orthopedist,MBBS,Bangalore University,1991.0,DNB - Orthopedics/Orthopedic Surgery,National Board Of Examination,2001.0,33.0,Bangalore,Kanakpura Road,Hospital,DHEE Hospitals,600,"Dr. Gowrishankar Swamy LG a competent Spine Surgeon formerly the lead for spine services at BGS Global Hospitals. He is known throughout the hospital as a doctor who regularly goes beyond the call of duty to help a fellow human being. Personally involved with his patients exhibiting a rare sense of empathy and concern, Dr. Gowrishankar has created many enduring relationships with all his patients. His passion for spinal care has turned into a lifelong mission. As a result, he has patients hailing from almost every other country. He has a special interest in Spinal deformity correction and has to his credit many successful scoliosis corrections.",98.0,430.0,133,"8/8/2024, 4:51:31 PM",8,,male
7,841530,533895,636836,https://imagesx.practo.com/providers/dr-sharath-kumar-shetty-orthopedic-surgeon-bangalore-a8787abb-68c2-43bd-90c2-45d822e07ddc.jpg,/bangalore/doctor/dr-sharath-kumar-shetty-orthopedist-1?practice_id=636836&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Sharath Kumar Shetty,Orthopedist,MBBS,"Kempegowda Institute of Medical Sciences (KIMS), Bangalore",1996.0,MS - Orthopaedics,"M S Ramaiah Medical College, Bangalore",2003.0,23.0,Bangalore,Ashoknagar,Hospital,Vydehi Super Speciality Hospital(Mallya Hospital),800,"Dr. Sharath Kumar Shetty is an Orthopaedic surgeon with 21 years of experience. He graduated from Kempegowda Institute of Medical Sciences, Bangalore and M.S Orthopaedics from M.S. Ramaiah Medical College, Bangalore. He has performed numerous surgeries, spanning Joint replacement surgeries, complex trauma surgeries, Revision trauma, Knee Arthroscopy, Spine Instrumentation, Vertebroplasty, Discectomy. Special interest in Primary Knee Replacement surgeries and Hip Replacement Surgeries.",86.0,50.0,22,"8/8/2024, 4:51:31 PM",9,,male
8,352923,466728,664585,https://imagesx.practo.com/providers/dr-basavaraj-c-m-joint-replacement-surgeon-bangalore-e9e6cc8c-5733-4e4e-92ed-c51c5f33298c.jpg,/bangalore/doctor/basavaraj14cm-gmail-com-orthopedist-1?practice_id=664585&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Basavaraj C M,Orthopedist,MBBS,"Karnataka University, India",1992.0,Diploma in Orthopaedics,"Manipal Academy Of Higher Education, Manipal, India",1997.0,27.0,Bangalore,Kengeri,Hospital,Gleneagles Hospitals,500,"Dr. Basavaraj is a Specalist Joint Replacement Surgeon, based in Bangalore, India (Presently working at Bgs GLOBAL Hospital). He specializes in Hip and Knee Joint Replacement Surgeries including complex Primary and Revision Joint Replacements. He has over 20 years experience of having worked in various Premier Institutes in India & in U.K and he holds final specialist Orthopaedic degrees from both the countries. He has done his Postgraduate Orthopaedic training at Kasturba Medical College, Manipal, India. He also has experience of working as a faculty at St Johns Medical College Hospital Bangalore, India for over 6 years. He received British Council Sponsorship for higher training in Orthopaedics at U.K. He spent about 9 years in the UK gaining valuable experience in Joint Replacement Surgery of both Hip and the Knee. He has obtained two advanced fellowships in the fields of Computer aided joint Replacement and Revision Joint Replacement in the UK.  He has organized conferences on joint replacement surgery, which included live demonstrations. He has done podium presentation at various national and international Orthopaedic meetings. He has been invited as faculty in several conferences. He has written scientific articles on lower limb arthroplasty and limb reconstruction. He attends various CME sessions (including National and International) to keep himself updated on recent advances.  Dr Basavaraj routinely uses Computer assistance for all the knee replacements.   Dr Basavaraj practices accelerated rehabilitation (rapid recovery) after both hip and knee replacements which can lead to early functional recovery and improved patient satisfaction. ",100.0,29.0,11,"8/8/2024, 4:51:31 PM",11,,male
9,893555,502209,1446994,https://imagesx.practo.com/providers/dr-krishna-kumar-orthopedic-surgeon-bangalore-ad5f042f-8ba7-4745-b131-aebb9454b847.jpg,/bangalore/doctor/dr-krishna-kumar-6-orthopedist?practice_id=1446994&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. Krishna Kumar,Orthopedist,MBBS,"Bangalore Medical College and Research Institute, Bangalore",2006.0,MS - Orthopaedics,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",2011.0,18.0,Bangalore,KR Puram,Hospital,Hope Hospital,1050,"Dr. Krishna Kumar is a Orthopedist and Joint Replacement Surgeon in Ramamurthy Nagar, Bangalore and has an experience of 8 years in these fields. Dr. Krishna Kumar practices at Koshys Hospital in Ramamurthy Nagar, Bangalore. He completed MBBS from Bangalore Medical College and Research Institute, Bangalore in 2006 and MS - Orthopaedics from Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati in 2011. He is a member of Bangalore Orthopaedic Society and Karnataka Orthopaedic Association. Some of the services provided by the doctor are: Elbow Replacement,Shoulder Replacement,Joint Replacement Surgery and Arthroscopy etc",97.0,96.0,45,"8/8/2024, 4:51:31 PM",12,,male
10,851264,947109,636836,https://imagesx.practo.com/providers/dr-a-k-jelani-orthopedic-surgeon-bangalore-c438cba6-0213-4a07-bf8f-53dd3eac3a4f.jpg,/bangalore/doctor/a-k-jelani-orthopedist-1?practice_id=636836&specialization=Orthopedist&referrer=doctor_listing&page_uid=97660be8-be03-46fa-ab0b-7189d5ef3bda,Dr. A.K.Jelani,Orthopedist,MBBS,"Government Medical College , Bellary",1975.0,Diploma in Orthopaedics,"Bangalore Medical College and Research Institute, Bangalore",1977.0,49.0,Bangalore,Ashoknagar,Hospital,Vydehi Super Speciality Hospital(Mallya Hospital),800,"Dr. A. K. Jelani is a reputed and Senior Orthopaedic surgeon with a rich experience of over 43 years. His ethical approach and vast experience in complex Trauma and Joint Replacement surgery has made him a household name for orthopaedics in Bangalore. After completing his Orthopaedics training in 1977 from Bangalore University he then pursued his specialized training in Lorenz Bohler Hospital, Vienna, Austria in 1981. He was conferred Fellow of American Medical Society of Vienna. He is an AO (Swiss) trained surgeon, one among the earliest few surgeons to practice and propagate AO philosophy in India in the 1980s. He was awarded AO Fellowship at the B G Klinik, Tubingen, Germany in 1991. He later did a Hip & Knee reconstructive surgery course at Napean Hospital, Sydney, Australia in 2000. His areas of special expertise include Minimally Invasive Trauma surgery, Joint Replacement and Arthroscopic surgery, Pelvi Acetabular surgery and Spine surgery. He has been practicing in Mallya Hospital and Al Ameen Hospital for over three decades now. In the past he was associated with Fortis Hospital and Apollo Spectra Hospital. He has treated many Bollywood and Sandalwood celebrities and also is regular faculty at various Trauma and Arthroplasty meetings in India. A compassionate doctor who always considers patients needs and comfort levels and works to ensure they have the best possible experience, both non-surgical and surgical treatment for injuries.",80.0,5.0,3,"8/8/2024, 4:51:31 PM",14,,male
