rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,855035,1049596,1274844,https://imagesx.practo.com/providers/dr-koushik-basu-general-physician-kolkata-98855588-f2b2-427a-91f4-0a187afda012.jpg,/kolkata/doctor/dr-koushik-basu-general-medicine?practice_id=1274844&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Koushik Basu,General Physician,MBBS,Calcutta University,2002,MD - General Medicine,West Bengal State University,2016.0,22,Kolkata,Beliaghata,Clinic,Techno India Dama Healthcare & Medical Centre,700,,,0,0,"8/8/2024, 10:38:32 AM",2,,male
2,629741,654601,1186384,https://imagesx.practo.com/providers/dr-s-a-mallick-general-physician-kolkata-cced272b-0154-495b-b7c2-87a94c9f028f.jpg,/kolkata/doctor/dr-s-a-mallick-general-physician?practice_id=1186384&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. S A Mallick,General Physician,MD - Anaesthesiology,"Medical College, Calcutta",2014,MBBS,University Of Calcutta,2008.0,16,Kolkata,Lake Gardens,Clinic,Dr Amitava Chakravorty's Clinic,800,"Experienced physician practicing in the field of Diabetes, Cardiology and Critical Care.",98.0,130,102,"8/8/2024, 10:38:32 AM",3,,male
3,622869,587123,1180689,https://imagesx.practo.com/providers/dr-sandip-rungta-general-physician-kolkata-449b3c1d-1ffd-4a8a-ab79-0ea130202d58.jpg,/kolkata/doctor/dr-sandip-rungta-cardiologist?practice_id=1180689&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Sandip Rungta,General Physician,MBBS,"University Of Calcuta, India",2000,,,,24,Kolkata,Beadon Street,Clinic,Mansa Sheel,700,"Dr. Sandip Rungta is a Cardiologist as well as an Intensivist, having 16 years into medical practice , attached  in AMRI Hospitals, Dhakuria, Kolkata.. With years of experience in the medical profession, Dr. Sandip Rungta at Girish park, Kolkata is one of the most established cardiologists that the city has. The doctor has immense experience in this field. Dr. Sandip Rungta at girish park is a leading cardiologist who is visited by a large number of patients suffering from heart conditions. In addition to dealing with conditions like congenital heart defects, coronary artery diseases, heart failures, valvular heart diseases and electrophysiology, the doctor also offers diagnosis and treatment of certain conditions related to some parts of the circulatory system. Some of the common types of heart conditions that the doctor treats include rheumatic heart disease, hypertensive heart disease, ischemic heart disease, cerebrovascular disease and inflammatory heart disease. The doctor has a polite approach towards patients and is known for the personal care and attention offered to every single patient.",99.0,452,402,"8/8/2024, 10:38:32 AM",5,,male
4,196948,295550,702842,https://imagesx.practo.com/providers/dr-shyama-prasad-roy-general-physician-kolkata-90b0be48-22a8-431a-8928-bf2409c395b7.jpg,/kolkata/doctor/dr-shyama-prasad-roy-general-physician1?practice_id=702842&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Shyama Prasad Roy,General Physician,MBBS,NRS Medical College and Hospital,1986,,,,38,Kolkata,Jadavpur,Clinic,Binapani Doctor's Chamber,800,"Dr. Shyama Prasad Roy Is Practicing At Jadavpur At His Own Chamber BinaPani Doctor's Chamber, Near Shakti Garth Khelar Math. Being An Ex-chief Medical Superintendent Rlys. He Is Well Experienced In Treating Chronic Gastrointestinal Diseases, The Diabetic Of Severe In Degree, Heart Diseases, Rheumatoid Arthritis And Emergency Patients Even At A Bedside. While Attending ICU EC Divisional Railway Hospital, Now Attending Patients Round The Clock With A Dedicated Medical Team. Forming BinaPani Geriatric Care at Jadavpur Providing Comprehensive Care to The Old Patient With The Packages While Attending Whole Year At Least Once A Month At The Bedside Of A Patient. He Is A Reliable Family Physician,  and Geriatric Consultant. Having More Than 36 Years  Experience Of Treating  Acute  And Chronic Cases Of Diabetes, Respiratory, Arthritis & Blood Pressure Related Cardiac Diseases Both at Indoor & ICU  At Railway Divisional Hospitals, He Is Competent In Dealing With Both Emergency And Chronic Old Aged Diseases at Home Patients care. He is one of the best doctor in Geriatric Medicine and also Consulted Rheumatology. He is the Secretary of South Kolkata Medical Association. Now he is attached with AMRI Hospital, Mukundapur Kolkata.",83.0,23,8,"8/8/2024, 10:38:32 AM",6,,male
5,733473,667316,735842,https://imagesx.practo.com/providers/dr-debasish-saha-diabetologist-kolkata-f97f72cb-3fc5-4301-9369-8bf944f4d861.jpg,/kolkata/doctor/debasis-saha-diabetologist?practice_id=735842&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Debasish Saha,General Physician,MD - General Medicine,Calcutta University,1984,MBBS,Calcutta University,1980.0,44,Kolkata,Salt Lake,Hospital,Manipal Hospital Broadway,1500,,85.0,20,11,"8/8/2024, 10:38:32 AM",7,,male
6,754417,911580,735842,https://imagesx.practo.com/providers/dr-sima-datta-ray-internal-medicine-kolkata-0ef4fa09-4469-45a0-87e8-7eda89322479.jpg,/kolkata/doctor/sima-datta-ray-internal-medicine?practice_id=735842&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Sima Datta Ray,General Physician,MBBS,Calcutta Univeristy,1992,MD - General Medicine,Sambalpur University,1999.0,32,Kolkata,Salt Lake,Hospital,Manipal Hospital Broadway,1000,"Dr. Sima Datta Ray is an Internal Medicine Practitioner, with years of experience. She has got reputed degrees - MBBS, MD(General Medicine), DTCD(Diploma in Tuberculosis and Chest Diseases). Her love and devotion to her patients are seriously appreciable. The Doctor is currently working as a consultant in the AMRI Hospital, Kolkata.",100.0,4,2,"8/8/2024, 10:38:32 AM",8,,female
7,844556,584364,1407045,https://imagesx.practo.com/providers/dr-kundan-chaurasia-general-physician-kolkata-30172fa8-e148-40fa-bfbe-7dddbec3fcfe.jpg,/kolkata/doctor/kundan-chaurasia?practice_id=1407045&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Kundan Chaurasia,General Physician,MBBS,"Medical College, Calcutta",2003,MD - Medicine,"L.P.S Institute of Cardiology, G.S.V.M Medical College, Kanpur",2010.0,19,Kolkata,Bhawanipore,Hospital,Samaritan Clinic Private Limited,1500,"Dr. Kundan Chaurasia Currently working as consultant Critical Care at Woodlands Multispecialty Hospital in Kolkata,  I deal with emergencies and critical cases that include sepsis, cardiac emergencies and trauma to name a few. I have been practicing medicine since 2005. I have served earlier in hospitals in Delhi, Asansol and Durgapur in departments of medicine and endocrinology. I have done MBBS from Medical College Kolkata and MD in Internal Medicine from GSVM Medical College Kanpur.",69.0,13,8,"8/8/2024, 10:38:32 AM",9,,male
8,754408,911573,735842,https://imagesx.practo.com/providers/dr-manaskumar-mandal-general-physician-kolkata-346de4c5-dbca-4e9e-ae00-a66abd99d2e9.jpg,/kolkata/doctor/manaskumar-mandal-general-physician?practice_id=735842&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Manaskumar Mandal,General Physician,MBBS,Calcutta University,1990,,,,34,Kolkata,Salt Lake,Hospital,Manipal Hospital Broadway,1200,,100.0,1,0,"8/8/2024, 10:38:32 AM",11,,male
9,835168,1020500,1274844,https://imagesx.practo.com/providers/dr-prof-satyabrata-ganguly-general-medicine-kolkata-44c0b70c-b291-443c-b735-96e1b3cc234e.jpg,/kolkata/doctor/dr-prof-satyabrata-ganguly-general-medicine?practice_id=1274844&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Prof. Satyabrata Ganguly,General Physician,MBBS,University Of Calcutta,1979,MD - General Medicine,University Of Calcutta,1988.0,36,Kolkata,Beliaghata,Clinic,Techno India Dama Healthcare & Medical Centre,900,,,0,0,"8/8/2024, 10:38:32 AM",12,,male
10,850569,1042654,1107227,https://imagesx.practo.com/providers/dr-kaushik-saha-general-physician-kolkata-4179c866-87fe-4236-b4cb-230d636b152f.jpg,/kolkata/doctor/kaushik-saha-general-physician?practice_id=1107227&specialization=General Physician&referrer=doctor_listing&page_uid=3921fb35-8038-4315-877d-ba86177c252a,Dr. Kaushik Saha,General Physician,MBBS,Kathmandu University School of Medical Sciences (KUSMS),2002,,,,21,Kolkata,Gariahat,Hospital,Serum Analysis Centre,350,"Dr. Kaushik  Saha (Mbbs) Is One Of The Reputed General Physicians Practicing In South Kolkata With An Experience Of 20 Years.  Dr. Kaushik Saha Has Trained In Uk & Has Worked In Reputed Hospitals Like Ramakrishna Mission Seva Pratishthan ,(Shishu Mangal),c.m.r.i And Amri Dhakuria As A Medical Officer.  Presently He Is Attached With Kolkata Municipal Corporation As A Consultant.  ",100.0,3,0,"8/8/2024, 10:38:32 AM",13,,male
