rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,622176,541020,1180089,https://imagesx.practo.com/providers/dr-eash-hoskote-pediatrician-bangalore-54e2d02a-f985-40aa-8329-16e2e338ef2c.jpg,/bangalore/doctor/dr-eash-hoskote-pediatrician-3?practice_id=1180089&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Eash Hoskote,Pediatrician,MBBS,"Government medical college,Mysore",1996,Diploma in Child Health (DCH),Rajiv Gandhi University of Health Sciences,2000.0,27,Bangalore,Banashankari,Hospital,Ovum Woman & Child Speciality Hospital,650,"Dr. Eash Hoskote works at Drishti Kid Care Clinic in Banashankari, Bangalore, with an experience of around 20 years, Dr. Eash specializes in Neonatology dealing with high risk, low birth weight, Intra-uterine growth retarded, asphyxiated babies in Neonatal Intensive Care Unit.    He is also practicing as a General Paediatrics for children from birth to 15 years of age.  Dr. Eash believes in maintaining an act of communication between children & their parents other than prescribing medicines & vaccinating them. He is a professional member of American Academy of Paediatrics, Paediatric Society and Indian Academy of Paediatrics. ",98.0,460.0,271,"8/8/2024, 4:51:31 PM",2,,male
2,630724,526367,1186999,https://imagesx.practo.com/providers/dr-janice-jinu-mathew-pediatrician-bangalore-a93c4ab3-a11d-4b6e-a902-8cdb7b297e95.jpg,/bangalore/doctor/dr-janice-jinu-mathew-pediatrician?practice_id=1186999&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Janice Jinu Mathew,Pediatrician,MBBS,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),2005,Diploma in Child Health (DCH),"Jawaharlal Nehru Medical College, Belgavi",2008.0,19,Bangalore,Kothanur,Clinic,Ovum Woman and Child Speciality Clinic,600,"Dr Janice discovered her passion for Paediatrics during MBBS & after graduating from Dr MGR Medical University, Tamil Nadu, decided to pursue a 2 year Diploma in Child Health , from Jawaharlal Nehru  Medical College, Belgaum. She was immediately roped in as a Consultant Resident Paediatrician , at the Century Hospital in Kerala. Her repertoire of skills, empathy with patients soon helped her earn the trust of patients & the hospital staff alike. Later she moved to Kolkata & worked with Bhagirathi Neotia Women & Child Care Centre and then later with the largest Paediatric Tertiary Care Centre in East India : AMRI Women & Children’s Hospital, Kolkata, where she became adept in Neonatology & further honed her skills in Neontatal Intensive Care, Peadiatric Intensive Cares etc.  Further she took up the responsibility of a Resident Paediatrician in CSI Kalyani Multispeciality Hospital , Chennai and was soon nominated for a Special Observatory Training in Peadiatric Intensive Care, which she received from Sri Rama Chandra Medical College, Porur, Chennai & went on to do a Specialized Course on Paediatric Intensive Care from Christian Medical College, Vellore, certified by the Australian Board.  In 2015, she moved to Bangalore & has been with us since then, bringing her rich experience in all aspects of General Peadiatrics & Paediatric sub –specialities, arising from having worked across India. Dr Janice speaks Malayalam, Tamil, Bengali & Kannada , apart from English & Hindi and has special interest in the care of the new born & the early years of life.  ",100.0,72.0,47,"8/8/2024, 4:51:31 PM",3,,female
3,861256,201725,1422628,https://imagesx.practo.com/providers/dr-supraja-chandrasekar-pediatrician-bangalore-97181cef-af03-4b82-9117-5df61841ded4.jpg,/bangalore/doctor/dr-supraja-chandrasekar-pediatrician?practice_id=1422628&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Supraja Chandrasekar,Pediatrician,MBBS,"Bangalore Medical College and Research Institute, Bangalore",2003,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)","Royal College of Pediatrics and Child Health, London",2007.0,21,Bangalore,Kanakpura Road,Hospital,DHEE Hospitals,750,"Dr. Supraja Chandrasekar is a Senior Consultant Pediatrician and Pediatric Intensivist at DHEE super specialty Hospitals on Kanakpura Road. She was previously a Senior Consultant Pediatrician and Intensivist at Manipal  Hospital Yeshwanthpur and formerly the Head of the Department of Pediatrics at People Tree Hospitals Yeshwanthpur.  Dr Supraja has a passion for caring for critically ill children; following her training in the United Kingdom in some of the best hospitals; she returned to India, to further specialize and completed Fellowship in Pediatric Intensive Care by securing the National first rank, conducted by the Indian Academy of Pediatrics. She subsequently went on to build a robust Pediatric team that specializes in Acute Pediatric Care in her previous hospital where she headed the unit for seven years.  With over 20 years of experience, she is known for her sensitive nature; effortless engagement with children, and excellent communication with the family. She has received excellent feedback from her patients, especially the children themselves. She has had the opportunity to take care of some very sick children along with her team and has presented these learnings in various international journals and scientific deliberations. She enjoys teaching and training and is an accredited Teacher of the Pediatric Critical Care Fellowship Program by the Rajiv Gandhi University of Health Sciences & Indian Academy of Pediatrics Intensive Care Chapter. She is a certified clinical course instructor for Critical Care and Life Support courses and a trainer in Simulation-Based Teaching. She is faculty at various state and national-level workshops like Advanced ventilation workshops, Simulation training workshops, etc. She is currently on the Board of Directors at PediSTARS [ Pediatric Simulation Training and Research Society ]. In this capacity, she is contributing to nurse training in Simulation and training of pediatricians in emergency & Acute Pediatrics.  Currently, she is part of the Pediatric Clinical Experts Committee, State Health & Family Welfare Department, Government of Karnataka. She is also mentoring the Pediatric Intensive Care doctors at Govt Hospital Tumkur as part of an academic training program initiated by The GoK. She has been invited to various National and State forums for training of the doctors Nurses and paramedics on the preparation for the Third wave and training in pediatric Covid.  She has appeared in the leading newspapers multiple times regarding the same topic and has contributed to various schools and public forums in spreading knowledge and awareness regarding Covid in Children.  She has authored FIRST TOUCH a book on newborn care written for novice parents. The book has received excellent feedback from all her patients in India and abroad. She has been featured in various newspapers and TV channels for health educational awareness and her contribution to the medical field earned her Nirbhaya Award during Women’s Day 2014 from Asare Trust.   Apart from her clinical work she also dedicates time to Preventive and Community Child Care. She has worked actively on Childhood Nutrition [ started a unique Lifestyle Clinic for Kids] and Child Safety [S.A.F.E = Safety And First Aid for Everyone campaign]. She regularly conducts First Aid and Basic Life Support workshops for all prominent schools in North Bengaluru. She has already trained close to 680 high school students in basic life support under the SETME [Student Empowerment Through Medical Education] Program. She was recently the invited Jury member for the ASSOCHAM Parentof 2017 Innovative Awards for schools across Bangalore under the category of Health and Safety.  Dr. Supraja is a proud mother of two beautiful girls currently aged 12 and 17 years. Her husband, Dr Chandrasekar, and family are her greatest strength and direction in this journey to lead a purposeful life.",98.0,378.0,100,"8/8/2024, 4:51:31 PM",5,,female
4,404989,466886,923159,https://imagesx.practo.com/providers/dr-adarsh-somashekar-pediatrician-bangalore-294a3f34-12e8-4838-891d-f4d5aece5c45.jpg,/bangalore/doctor/dr-adarsh-someshekar-pediatrician-pediatrician?practice_id=923159&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Adarsh Somashekar,Pediatrician,MBBS,Kasturba Medical  College,1997,MD - Pediatrics,Kasturba Medical  College,2001.0,27,Bangalore,Kalyan Nagar,Hospital,Ovum Woman & Child Speciality Hospital,700,"Dr. Adarsh Somashekar is an alumnus of Royal College of paediatricians (2004) and holds a master degree in paediatrics from Kasturba Medical College (KMC), Manipal University (2001). His career spans over 15 years spent in clinical paediatrics in India and United Kingdom. He has worked in internationally renowned hospitals such as Freeman Hospital and Royal Victoria Hospital, Newcastle upon Tyne. He has also worked as a consultant paediatrician at Cradle Hospital (Apollo group) in Bangalore. He is also a founding member and CEO of “Neonatal Care & Research Institute Pvt Ltd”, an organisation involved in the care of newborn and premature new-born babies under the brand ovum group of hospitals. He is currently practising at Ovum Hospitals.",97.0,584.0,249,"8/8/2024, 4:51:31 PM",6,,male
5,498522,420670,923159,https://imagesx.practo.com/providers/dr-sarbari-gupta-pediatrician-bangalore-1ec2027d-3ceb-4c84-ba38-650263646895.jpg,/bangalore/doctor/sarbari-gupta-pediatrician?practice_id=923159&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Sarbari Gupta,Pediatrician,MBBS,"North Bengal Medical College and Hospital, Siliguri",1995,Diploma in Child Health (DCH),"University Of Calcuta, India",2000.0,29,Bangalore,Kalyan Nagar,Hospital,Ovum Woman & Child Speciality Hospital,700,"Dr Gupta has over 15 years of clinical experience in pediatrics and has started her career with the Durgapur Steel Plant Hospital, West Bengal. After her post graduation, she worked as a GDMO, and took care of the pediatric ward at the Sub-divisional Government hospital at Gangarampur. She has also worked as a pediatrician at the Mission of Mercy Hospital and the AMRI Hospital in Calcutta, before starting her own private practice in 2006. Currently, she is working as a Consultant Pediatrician at Ovum Hospitals. ",97.0,486.0,178,"8/8/2024, 4:51:31 PM",7,,female
6,869775,582040,1180089,https://imagesx.practo.com/providers/dr-maneesha-p-h-pediatrician-bangalore-86be532b-4618-4307-928e-75390c092666.jpg,/bangalore/doctor/dr-maneesha-p-h-1-pediatrician?practice_id=1180089&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Maneesha P H,Pediatrician,MBBS,Topiwala National Medical College & BYL Nair Charitable Hospital,2002,DNB - Pediatrics,"National Board of Education, New Delhi",2006.0,22,Bangalore,Banashankari,Hospital,Ovum Woman & Child Speciality Hospital,650,,100.0,27.0,17,"8/8/2024, 4:51:31 PM",8,,female
7,665112,700196,1239852,https://imagesx.practo.com/providers/dr-shila-narain-pediatrician-bangalore-9f73f750-c1a7-40bb-bdfc-95d2947ef32e.jpg,/bangalore/doctor/dr-shila-narain-paediatrics?practice_id=1239852&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Shila Narain,Pediatrician,MBBS,"Prince of Wales Medical College, Patna",1972,Diploma in Child Health (DCH),Ranchi University,1983.0,52,Bangalore,Electronics City,Clinic,Child Care Clinic,700,Have worked in a SAIL HOSPITALof 900 beds. Headed 150 bedded Pediatrics ans 20-bedded NICU.,96.0,48.0,32,"8/8/2024, 4:51:31 PM",9,,female
8,844949,610204,1407429,https://imagesx.practo.com/providers/dr-vishwas-s-n-pediatrician-bangalore-4bff5de2-39c0-4c92-80b2-761fc2d000dd.jpg,/bangalore/doctor/dr-vishwas-s-n?practice_id=1407429&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Vishwas S N,Pediatrician,MBBS,devraj urs medical college,2007,MD - Pediatrics,Kasturba Medical  College,2012.0,17,Bangalore,Sarjapur Road,Hospital,Belenus Champion Hospital,700,"Dr. Vishwas S. N is a highly skilled and experienced Senior Consultant at Belenus Champion Hospital. With a specialization in Pediatrics and Neonatology, he has dedicated his career to providing exceptional care to infants and children. Dr. Vishwas is known for his expertise in various procedures and interventions, including intubation, umbilical catheterization, total parenteral nutrition, IV cannulation, PICC lines, and epidural lines. His extensive knowledge and clinical acumen make him a trusted healthcare professional in the field of neonatology.",94.0,72.0,41,"8/8/2024, 4:51:31 PM",11,,male
9,84133,194319,660707,https://imagesx.practo.com/providers/dr-varsha-saxena-pediatrician-bangalore-aad77e15-19e6-4944-890f-a8602350b04b.jpg,/bangalore/doctor/dr-varsha-saxena-pediatrician1?practice_id=660707&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Varsha Saxena,Pediatrician,MBBS,"Gandhi Medical College, Bhopal",1991,MD - Pediatrics,"G R Medical College,  Gwalior",1996.0,33,Bangalore,HSR Layout,Clinic,Anexas Clinic,650,"Dr. Varsha Saxena is a Pediatrician with around 21 years of experience in Pediatrics and Neonatology. She had done MBBS, M.D. (Pediatrics)   She is currently attached as a visiting consultant Pediatrician with Narayana Multispecialty Hospital HSR layout and Rainbow Hospital Bannerghatta road. She has worked with reputed Hospitals in India like Batra Hospital New Delhi, Moolchand Hospital New Delhi, Narayana Hrudalaya Multispecialty Hospital Bangalore and Dr. D.Y Patil Medical College And Hospital New Mumbai. She has written various articles on parenting issues and childhood problems on various online portals and magazines. ",98.0,896.0,192,"8/8/2024, 4:51:31 PM",12,,female
10,456556,507899,1027776,https://imagesx.practo.com/providers/dr-nancy-austine-pediatrician-bangalore-50576457-1213-4924-824e-db81ac57ae17.jpg,/bangalore/doctor/nancy-austine-pediatrician?practice_id=1027776&specialization=Pediatrician&referrer=doctor_listing&page_uid=fdb6f797-f96a-4bc5-aebe-f09bce784982,Dr. Nancy Austine,Pediatrician,MBBS,"Govt. Medical College, Calicut Kerla",1989,MD - Pediatrics,"Army Hospital Research and Referral (R&R), New Delhi",2005.0,35,Bangalore,Bannerghatta Road,Clinic,Nan's Clinic,1000,"Dr. Nancy Austine has done MD Pediatrics ,Diploma in Allergy and Asthma.",95.0,177.0,105,"8/8/2024, 4:51:31 PM",14,,female
11,382541,448222,892238,https://imagesx.practo.com/providers/dr-kishan-kumar-c-pediatrician-bangalore-cf66a9c9-1f42-41db-8e65-8b6b0a9600f4.jpg,/bangalore/doctor/dr-kishan-kumar-c-pediatrician?practice_id=892238&specialization=Pediatrician&referrer=doctor_listing&page_uid=cd3b69d5-eba4-416e-984b-0c69401d0906,Dr. Kishan Kumar C,Pediatrician,MBBS,"M S Ramaiah Medical College, Bangalore",2002,Diploma in Child Health (DCH),"Children's Hospital Westmead, Sydney, Australia (Accredited by Royal Australian College of Surgeons)",2013.0,22,Bangalore,HSR Layout,Clinic,Yashoda Children's Clinic,600,Dr. Kishan Kumar is a pediatrician with the experience of more than a decade in Child Health Care. He is currently associated with Yashoda Children's Clinic as a Pediatric Consultant and has previously rendered his services to the Apollo Hospitals in Bangalore. After graduating from MS Ramaiah Medical College he went on to specialize in pediatrics by obtaining his IPPC from the University Of Sydney. Dr. Kishan is an expert in the treatment of all ailments in children. He is consulted for administering Vaccinations and Counseling on the healthy growth of a child. He provides a clear explanation of the problem and the medications advised.,98.0,708.0,198,"8/8/2024, 4:51:31 PM",0,,male
