rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,673744,479587,708747,https://imagesx.practo.com/providers/dr-prasad-chaudhari-orthopedic-surgeon-mumbai-da8de0ef-ac36-45bb-9418-4a445b08a797.jpg,/mumbai/doctor/prasad-chaudhari-orthopedist-orthopedist?practice_id=708747&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Prasad Chaudhari,Orthopedist,MBBS,"University of Mumbai, Mumbai",1997,MS - Orthopaedics,"University of Mumbai, Mumbai",2003.0,26,Mumbai,Chembur,Hospital,Surana Sethia Hospital and Research Center,1000,"Dr. Prasad Chaudhari is a Practicing Orthopaedic Surgeon with a specialized interest in Shoulder and Elbow Surgery. He also has expertise in Knee Surgery. He is completed his advanced fellowship training from Seoul, Korea in Shoulder and Elbow Surgery. He has got vast experience of 14 years in treating various Orthopaedic Disorders.",95.0,22,10,"8/6/2024, 5:40:07 PM",1,,male
2,214000,279884,708747,https://imagesx.practo.com/providers/dr-satyen-mehta-spine-surgeon-ortho-mumbai-1371b4fa-1ccd-4221-8981-26cd94559486.jpg,/mumbai/doctor/dr-satyen-mehta-orthopedist-3?practice_id=708747&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Satyen Mehta,Orthopedist,MBBS,"Grant Medical College and Sir JJ Hospital, Mumbai",2000,MS - Orthopaedics,"School of Physiotherapy, BYL Nair hospital ,Byculla, Mumbai",2003.0,24,Mumbai,Chembur,Hospital,Surana Sethia Hospital and Research Center,1500,"Dr. Satyen Mehta is attached to Hinduja Healthcare (Khar), Fortis Hospital, Surana Sethia Hospital, Apollo Hospital, Raheja (Fortis) Hospital, USS hospital (Mulund) and S.R Mehta and Sir Kikabhai Hospital in Mumbai. Dr. Satyen Mehta is an Orthopedic Surgeon specializing in the treatment of disorders of the spine. Dr. He has been awarded the degree of Member of Royal College of Surgeons (MRCS) from The Royal College of Physicians and Surgeons of Glasgow, United Kingdom (UK). In his training years, he has trained extensively in treating spinal conditions in various institutions in India, South Korea and Australia. His special interest is Minimally Invasive Spinal Surgical Techniques.",97.0,493,77,"8/6/2024, 5:40:07 PM",2,,male
3,746417,432754,1280733,https://imagesx.practo.com/providers/dr-ayush-sharma-spine-surgeon-ortho-patna-2c3bfb56-8cbd-407b-98e3-7d8a3c1ed7db.jpg,/mumbai/doctor/ayush-sharma-orthopedist?practice_id=1280733&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Ayush Sharma,Orthopedist,MBBS,Sikkim Manipal University,2008,DNB - Orthopedics/Orthopedic Surgery,"National Board of Examination, India",2013.0,16,Mumbai,Wadala,Hospital,Galaxy Multispeciality Hospital,1500,Dr Ayush Sharma is internationally trained spine surgeon with special interest in minimally invasive spine surgery and cervical myelopathy. He is presently working as director Laser spine clinic Mumbai and Patna.,,1,0,"8/6/2024, 5:40:07 PM",4,,male
4,535250,371608,761584,https://imagesx.practo.com/providers/dr-umesh-shetty-orthopedic-surgeon-mumbai-915c785c-c52f-4b40-b90d-611ae931747a.jpg,/mumbai/doctor/umesh-shetty-orthopedist?practice_id=761584&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Umesh Shetty,Orthopedist,MS - Orthopaedics,"Karnataka University, India",1993,MBBS,University Of Bombay,1990.0,34,Mumbai,Andheri West,Hospital,Axis Orthopedic Hospital,1500,Dr. U.K.Shetty is a renowned Orthopedic Surgeon and has over 26 years of experience. Dr. U.K.Shetty's objective is to provide successful results by the use of advanced technology & state-of-the-art operative techniques. ,83.0,415,259,"8/6/2024, 5:40:07 PM",5,,male
5,599118,594112,1158591,https://imagesx.practo.com/providers/dr-yajuvendra-gawai-orthopedic-surgeon-mumbai-d2ef55ea-9140-4fc1-8288-d792dcf84546.jpg,/mumbai/doctor/dr-yajuvendra-gawai-orthopedist-1?practice_id=1158591&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Yajuvendra Gawai,Orthopedist,MBBS,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College,1999,MS - Orthopaedics,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College,2004.0,25,Mumbai,Santacruz West,Clinic,Dr. Gawai's Sports Medicine And Arthroscopy Clinic,1500,"Dr Yajuvendra V Gawai is a consultant orthopedic surgeon specializing in Sports medicine,Arthroscopy (keyhole surgery) and Joint preserving cartilage surgery. He has wide experiencethis field both international and in India. Currently he is attached to Nanavati hospital. His Special interests are Shoulder, Knee and Hip Arthroscopy and cartilage reconstruction. He has completed Fellowship in Sports Medicine from State University of New York (SUNY), atBuffalo (USA) which is the largest Sports medicine practice in Western New York. He had the privilege of taking care of professional American football team (NFL), The Buffalo Bills and Professional Ice Hockey (NHL) team ‘The Buffalo Sabres’ during his fellowship in 2011. Besides theprofessional teams he was also involved in care of SUNY (Division 1) and Buffalo State College(Division3) Athletes.He also completed another Fellowship in and Sports Medicine and Cartilage Reconstruction at TheHospital for Joint Diseases, New York University (NYU) at New York, USA in 2012 which is one of the largest Orthopaedic residency program in the US. Here he was involved in care of The New York.",97.0,153,98,"8/6/2024, 5:40:07 PM",6,,male
6,702760,507943,1053353,https://imagesx.practo.com/providers/dr-kunal-makhija-joint-replacement-surgeon-navi-mumbai-af72be39-9653-4ca4-bbc7-1ce2c11a9264.jpg,/mumbai/doctor/kunal-radhakishan-makhija-orthopedist?practice_id=1053353&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Kunal  Makhija,Orthopedist,MS - Orthopaedics,B J Medical College Ahemdabad,2013,MBBS,"Maharashtra Universtity of Health Sciences, Nashik",2007.0,17,Mumbai,Chembur,Clinic,Apollo Spectra Hospitals,1500,"Dr. Kunal  Makhija has cleared M.S Orthopaedic Surgery with the silver medal, He did his speciality in Joint replacement (Subvastus Knee replacement) from Bombay Hospital. He has completed his British association of Surgeon of Knee fellowship from United Kingdom. He has worked Marien Hospital , Germany as Joint replacement fellow too. He has presented paers and lectures at national and international level with various publications in journals. He has his own clinic -Patel clinic , Panvel and operates at Fortis Hospital, Vashi and many more. He is a lecturer ant GD Pol institute, Kharghar.",98.0,130,69,"8/6/2024, 5:40:07 PM",7,,male
7,480244,519737,1053353,https://imagesx.practo.com/providers/dr-biswajeet-naidu-orthopedic-surgeon-mumbai-5643ec9e-18df-47d2-9078-48a5db9c4774.jpg,/mumbai/doctor/biswajeet-naidu-orthopedist?practice_id=1053353&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Biswajeet Naidu,Orthopedist,MBBS,"Lokmanya Tilak Municipal Medical College, Sion,Mumbai",1986,MS - Orthopaedics,"Lokmanya Tilak Municipal Medical College, Sion,Mumbai",1990.0,34,Mumbai,Chembur,Clinic,Apollo Spectra Hospitals,2000,,95.0,157,39,"8/6/2024, 5:40:07 PM",8,,male
8,591132,211582,1053353,https://imagesx.practo.com/providers/dr-kaustubh-ravindra-durve-orthopedic-surgeon-mumbai-21d2e04a-cc56-4ff9-910e-64155996b877.jpg,/mumbai/doctor/dr-kaustubh-ravindra-durve-orthopedist?practice_id=1053353&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Kaustubh Ravindra Durve,Orthopedist,MRCS (UK),"Royal College Of Surgeons, England",2007,MS - Orthopaedics,"Bombay Hospital Institute of Medical Sciences, Mumbai",2004.0,24,Mumbai,Chembur,Clinic,Apollo Spectra Hospitals,1500,"Dr. Kaustubh Durve, M.S.(Orth.), M.R.C.S. (England) is a specialist in knee and shoulder arthroscopy, sports injuries and joint replacement surgery. With his years of work in the United Kingdom and India, he has gathered vast experience in performing hundreds of specialized reconstructive knee and shoulder operations such as arthroscopic surgeries, knee joint replacements, shoulder joint replacements to name a few.   His patients also include many doctors and their near ones who come seeking his expertise from all across the country and globe. He is a member of the Royal College of Surgeons of England and has a fellowship of the International Society of Arthroscopy, Knee Surgery and Orthopaedic Sports Medicine (ISAKOS).   He was also awarded a Diploma by the Faculty of Sport & Exercise Medicine (FSEM) of UK. He was Assistant Professor on the faculty of Orthopaedic Surgery at the K. J. Somaiya Medical College in Mumbai and still has a teaching attachment there. He has a number of regional and international research papers to his credit and spreads the message of excellence in knee and shoulder reconstructive surgery.   Visit our nearest clinic to avail world class treatments for Knee Replacement Surgery, Arthroscopic Knee Surgery, Arthroscopic Shoulder Surgery, Shoulder Replacement Surgery, and Sports Injury.",88.0,8,7,"8/6/2024, 5:40:07 PM",10,,male
9,656536,557802,982258,https://imagesx.practo.com/providers/dr-devesh-dholakia-orthopedic-surgeon-mumbai-b92fc892-6c80-40ab-afc1-2e1d5c34acae.jpg,/mumbai/doctor/dr-devesh-dholakia-orthopedist?practice_id=982258&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Devesh Dholakia,Orthopedist,MBBS,Topiwala National Medical College & BYL Nair Charitable Hospital,1991,MS - Orthopaedics,Topiwala National Medical College & BYL Nair Charitable Hospital,1994.0,33,Mumbai,Parel,Hospital,Gleneagles Hospitals,2000,"Dr Devesh Dholakia is one of the top spine surgeons in the city of Mumbai. He is trusted by patients not only in India but also from Africa and Middle East. Our Mission: Non Operative Options First, Safety First. To give better and safer spine care through innovation. Our Vision: to become a leading spinecare provider driven by people, research and technology. Offering technologies with &gt; Less Pain, Small Scars, Less Blood Loss, Fewer Complications &gt; Faster – Recovery, Return Home, Resumption of Normal Life & Return to Work ",100.0,9,6,"8/6/2024, 5:40:07 PM",11,,male
10,138177,14640,680972,https://imagesx.practo.com/providers/dr-neeraj-r-bijlani-spine-surgeon-ortho-mumbai-057114bc-9156-4313-83a3-e90df23daa19.jpg,/mumbai/doctor/dr-neeraj-r-bijlani-orthopedist?practice_id=680972&specialization=Orthopedist&referrer=doctor_listing&page_uid=de763a16-921c-40b0-899b-b58147a5b833,Dr. Neeraj R Bijlani,Orthopedist,MBBS,"K. J. Somaiya Medical College and Research Centre, Sion - Mumbai",2000,Diploma in Orthopaedics,College of physicians and Surgeons Mumbai,2003.0,23,Mumbai,Chembur,Clinic,Orthotech Clinic,1500,"Dr Neeraj Bijlani is Consultant Orthopaedic Surgeon and Chief of Orthopaedics in OrthoTech Clinic and Sai Baba Hospital.  He is specialised in Minimally Invasive Orthopaedic Surgery.  He is also trained in Trauma Surgery ( Fracture Surgery), Hand Surgery, Paediatric Orthopaedics. He is Spine and Joint Replacement Specialist. Dr. Bijlani is a practicing consultant orthopedic surgeon who has been contributing to the healthcare since the past 8 years by practicing in Mumbai. He has encountered numerous orthopedic problems like complex fractures, hand surgery, pediatric orthopedic cases, spine surgery, joint replacement and arthroscopy. His extensive expertise, knowledge, intelligence and experience has helped him give a fresh lease of life to patients suffering from the aforementioned problems.  His academic achievements include completing graduation from the University of Mumbai in 2000 followed by post graduation from College of Physicians and Surgeons, Mumbai. He has also done a Masters Program from the University of Seychelles - American Institute of Medicine and the M.Ch. (Magister Chirurgie) Program from USAIM. ",96.0,841,141,"8/6/2024, 5:40:07 PM",12,,male
