rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,262670,352086,743836,https://imagesx.practo.com/providers/dr-s-mahalakshmi-general-physician-hyderabad-e0034664-ad67-42dc-abb2-5b56fd986685.jpg,/hyderabad/doctor/s-mahalakshmi-general-physician?practice_id=743836&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. S. Mahalakshmi,General Physician,MBBS,Coimbatore Medical College,1981,,,,41,Hyderabad,Mehdipatnam,Clinic,Doctor's Polyclinic & Diagnostic Center,500,"Dr. Mahalakshmi speaks English, Hindi, Tamil, and Malayalam fluently. She has extensive clinical experience spanning 38 years in diverse locations across India.  She has gained proficiency in the varied departments of casualty, obstetrics and gynecology, cardiology, pediatrics and hospital administration at reputed hospitals in India. She has previously led two thriving private practice clinics in Thiruvananthapuram and Navi Mumbai.",100.0,262,145,"8/8/2024, 10:38:32 AM",1,,female
2,75878,173517,654998,https://imagesx.practo.com/providers/dr-neehar-potluri-neurologist-hyderabad-0e234c1d-04fb-4dbc-943a-2be3d1e93ae2.jpg,/hyderabad/doctor/dr-neehar-potluri-neurologist?practice_id=654998&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Neehar Potluri,General Physician,MBBS,"Institute of Medical Sciences, Banaras Hindu University (IMS-BHU)",2000,MD - General Medicine,"Institute of Medical Sciences, Banaras Hindu University (IMS-BHU)",2003.0,24,Hyderabad,Kukatpally,Clinic,Neehar Neuro Centre,600,,98.0,3456,480,"8/8/2024, 10:38:32 AM",2,,male
3,620721,641953,710829,https://imagesx.practo.com/providers/dr-lalitha-devi-nori-general-physician-hyderabad-06df50e9-71e1-4a6e-a3d1-adb31ca6c764.jpg,/hyderabad/doctor/lalitha-devi-nori-gynecologist-obstetrician?practice_id=710829&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Lalitha Devi Nori,General Physician,MBBS,"Gandhi Medical College, Hyderabad",1978,,,,44,Hyderabad,Nizampet,Clinic,Apollo Clinic,600,,98.0,41,19,"8/8/2024, 10:38:32 AM",4,,female
4,528625,557655,1113083,https://imagesx.practo.com/providers/dr-meka-satyanarayana-general-physician-hyderabad-b768f95c-bef5-4e35-980b-11d7b2d74c23.jpg,/hyderabad/doctor/meka-satyanarayana-diabetologist?practice_id=1113083&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Meka Satyanarayana,General Physician,MBBS,"Andhra Medical College, Visakhapatnam",1982,,,,42,Hyderabad,Kukatpally,Clinic,Aswini Clinic,900,"Graduated medical school in 1982 from Andhra Medical College, Vishakapatnam. Did internship training at Osmania General Hospital, Hyderabad In 1983. Undergone 3 years of DNB internal medicine training program at Mahavir Hospital & Research Center, Hyderabad. Joined MD (Skin and VD) at Osmania Medical College, Hyderabad and discontinued in between. Took the intensive training course in HIV-AIDS from National AIDS Control Organisation (NACO) - 1998.   Received medical education and training as a diabetic care counselor from Moses School Of Diabetology, NIMS, Hyderabad - 2001. Received 100 us credit hours, the intensive clinical training program on HIV/AIDS under Indo-American joint venture from University Of South Florida, Tampa, USA And Grant Medical Foundation, India - 2003. Qualified in a post-graduate diabetic course from American Diabetic Association And Madras Diabetic Research Foundation, Chennai - 2004 & 2006. Completed diabetology course by Steno Diabetic Center, Denmark At Agra - 2007. ",96.0,575,379,"8/8/2024, 10:38:32 AM",5,,male
5,598516,617484,1158263,https://imagesx.practo.com/providers/dr-samar-sen-popuri-general-physician-hyderabad-db553a93-a9b7-465a-9741-d1c50cb726c1.jpg,/hyderabad/doctor/dr-samar-sen-popuri-general-physician?practice_id=1158263&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Samar Sen Popuri,General Physician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2009,MD - General Medicine,Sri Devaraj URS Acadamy of Higher Education and Research,2013.0,15,Hyderabad,Manikonda,Clinic,Peoples Polyclinic,600,"Dr. Samar Sen Popuri is a  General Physician (MBBS, MD internal medicine) practicing in Manikonda area for the past 1 year with a clinical experience of more than 10 years post MD.""",97.0,228,146,"8/8/2024, 10:38:32 AM",6,,male
6,90848,204353,663952,https://imagesx.practo.com/providers/dr-sravanthi-j-general-physician-hyderabad-1c1785ce-5a36-4ea7-bfbc-6073105ca819.jpg,/hyderabad/doctor/dr-j-sravanthi-pediatrician?practice_id=663952&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Sravanthi J,General Physician,MBBS,"Osmania Medical College, Hyderabad",2002,Diploma in Child Health (DCH),"Osmania Medical College, Hyderabad",2006.0,22,Hyderabad,Domalguda,Clinic,Dr Sravanthi Medical centre,500,"MD INTERNAL MEDICINE (OSMANIA MEDICAL COLLEGE), DCH - CHILD SPECIALIST (NILOUFER HOSPITAL), FELLOW IN NEONATOLOGY - FERNANDEZ HOSPITAL. Expert in all infectious diseases in all age groups , asthma & allergic disorders, lifestyle management ,Diabetes management. Hypertension , VACCINATION FOR ALL AGE GROUPS & ALSO IN HIGH RISK CASES and also TRAVEL VACCINATION given in the clinic. Special interest in women health issues.",98.0,127,33,"8/8/2024, 10:38:32 AM",7,,female
7,716440,846697,1288526,https://imagesx.practo.com/providers/dr-j-gopala-krishna-general-physician-hyderabad-3d48a4e8-9dd4-4799-b04c-54f84c41d144.jpg,/hyderabad/doctor/dr-j-gopalakrishna-general-medicine?practice_id=1288526&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. J Gopala Krishna,General Physician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2010,MD - General Medicine,"Dr. NTR University of Health Sciences Andhra Pradesh,",2014.0,14,Hyderabad,Srinagar Colony,Clinic,Mediskora Clinic,400,,100.0,75,55,"8/8/2024, 10:38:32 AM",8,,male
8,729476,574196,1301852,https://imagesx.practo.com/providers/dr-sonal-jain-general-physician-hyderabad-d34420c4-df41-4645-84bf-e66890b21041.jpg,/hyderabad/doctor/sonal-jain-2-general-physician?practice_id=1301852&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Sonal Jain,General Physician,MD - General Medicine,"MNR Medical College, Sangareddy",2015,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2010.0,14,Hyderabad,Himayat Nagar,Clinic,Dr Sonals Health Care Centre,600,"Dr. Sonal Jain consultant physician and diabetologist with more than 15 years of experience. Also certified in cardiac emergencies. Owner and founder of Dr Sonal’s Health Care Centre, Himayat Nagar,Hyderabad , Telangana""",100.0,83,68,"8/8/2024, 10:38:32 AM",10,,female
9,535244,547380,1154495,https://imagesx.practo.com/providers/dr-moka-praneeth-gastroenterologist-hyderabad-c433086a-416a-422f-b4b3-0a6feeca1c3c.jpg,/hyderabad/doctor/moka-praneeth-gastroenterologist?practice_id=1154495&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Moka Praneeth,General Physician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2009,DM - Gastroenterology,"All India Institute of Medical Sciences, New Delhi",2015.0,15,Hyderabad,Hitech City,Hospital,Medicover Hospitals,600,,92.0,26,11,"8/8/2024, 10:38:32 AM",11,,male
10,812797,987466,1377112,https://imagesx.practo.com/providers/dr-sai-kiran-thipparthi-general-physician-hyderabad-b4cf7e05-54dd-4e87-954f-7f238ffc378e.jpg,/hyderabad/doctor/sai-kiran-thipparthi-cardiologist?practice_id=1377112&specialization=General Physician&referrer=doctor_listing&page_uid=ae4ebdcc-46ae-4748-a195-2f90399ab3be,Dr. Sai Kiran Thipparthi,General Physician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2011,MD - Internal Medicine,"UNIVERSITY OF BUCKINGHAM, UK",2015.0,13,Hyderabad,Kondapur,Clinic,Neo Asian Clinics,500,,100.0,31,18,"8/8/2024, 10:38:32 AM",13,,
11,732518,883890,1304746,https://imagesx.practo.com/providers/dr-gowri-sankar-bapanapalli-general-physician-hyderabad-3d09a115-b35d-428e-a3d9-5fbdc58cf39b.jpg,/hyderabad/doctor/gowri-sankar-bapanapalli-internal-medicine?practice_id=1304746&specialization=General Physician&referrer=doctor_listing&page_uid=fddc149b-9741-43c6-8588-6c712688ca9b,Dr. Gowri Sankar Bapanapalli,General Physician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,1998,MD - General Medicine,Dr. NTR University of Health Sciences Andhra Pradesh,2002.0,26,Hyderabad,Kukatpally,Clinic,Nox Speciality Clinic,1000,"Dr. Gowri Sankar Bapanapalli says ""I am an General Physician(Internal Medicine) did my UG(MBBS) and PG (MD Gen Med)from India and abroad (MRCP from London) and PG diploma in Diabetes from Cardiff university Cardiff, UK. My areas of interest is Lifestyle diseases like Diabetes High Blood pressure and Cholesterol issues. Infectious diseases is another area I would be of some help.""",100.0,40,29,"8/8/2024, 10:38:32 AM",0,,male
12,361792,431182,850137,https://imagesx.practo.com/providers/dr-mirza-aziz-baig-diabetologist-hyderabad-0fd03401-3d07-4b95-a3f1-ea4b1f2e1081.jpg,/hyderabad/doctor/mirza-aziz-baig-diabetologist?practice_id=850137&specialization=General Physician&referrer=doctor_listing&page_uid=fddc149b-9741-43c6-8588-6c712688ca9b,Dr. Mirza Aziz Baig,General Physician,MD - Physician,Universidad Central Dell Est,2003,,,,21,Hyderabad,Chanda Nagar,Clinic,Khair Diabetic Clinic,600,,96.0,331,132,"8/8/2024, 10:38:32 AM",1,,male
13,623924,175196,1181560,https://imagesx.practo.com/providers/dr-ganesh-mathan-cardiologist-hyderabad-26af1196-650e-4f4c-8b04-75288f40ea4a.jpg,/hyderabad/doctor/dr-ganesh-mathan-cardiologist?practice_id=1181560&specialization=General Physician&referrer=doctor_listing&page_uid=fddc149b-9741-43c6-8588-6c712688ca9b,Dr. Ganesh Mathan,General Physician,MBBS,Coimbatore Medical College,1997,MD - General Medicine,"Smt. NHL Municipal Medical College, Ahmedabad",2001.0,27,Hyderabad,Lingampally,Clinic,Mathan's Medical Centre,700,"Dr. Mathan Hails from Coimbatore, Tamilnadu from where he graduated. His postgraduate career included research and clinical work at the department of Internal medicine and Cardiology at NHL medical school and Sir Grants Medical college at University of Gujarat and Mumbai respectively.  Dr. Mathan works as a Senior Interventional Cardiologist at Somajiguda Yashoda Hospital, Hyderabad. He also consults at the Mathans Hypertension and Diabetes Speciality Clinic. As an Interventional Cardiologist, Dr. Mathan has wide knowledge and experience dealing with Primary and Complex PTCA in Acute Myocardial Infarction. Dr. Mathan has a experience of performing more than 20000 coronary angiograms and 3000 angioplasties with success rate more than 99%.  30 YEARS EXPERTISE.SENIOR CARDIOLOGIST.SENIOR DIABETES SPECIALIST AND GENERAL PHYSICIAN. Dr. Mathan has won many awards and recognitions for his outstanding performance. He is a Gold Medalist in Cardiology and was also awarded the “Best Young Interventional Cardiologist” by Singlive in Singapore. He was also awarded the ""Best Resident Award 2003"", for being the Top Scorer among all D.M/M.ch  residents. He is also the Second Rank Holder in the MD exams. He secured the Best Research Thesis award in Cardiology in India, 2006.  His thesis and clinical trials have been widely appreciated for their clarity of ideas. He submitted the 'Coronary Angioplasty in Chronic Total Occlusion: Immediate and short-term follow up results' to the Mumbai University, July 2004. This paper was  Awarded the best thesis in Cardiology in India.",95.0,743,407,"8/8/2024, 10:38:32 AM",2,,male
14,660295,706737,1147216,https://imagesx.practo.com/providers/dr-aashritha-mekala-general-physician-hyderabad-5711ba07-7052-497a-a4dc-6a34568cd029.jpg,/hyderabad/doctor/dr-aashritha-mekala-general-physician?practice_id=1147216&specialization=General Physician&referrer=doctor_listing&page_uid=fddc149b-9741-43c6-8588-6c712688ca9b,Dr. Aashritha Mekala,General Physician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2012,MD - General Medicine,Dr. NTR University of Health Sciences Andhra Pradesh,2017.0,12,Hyderabad,Attapur,Hospital,Zoi Hospitals,450,,100.0,60,25,"8/8/2024, 10:38:32 AM",3,,female
15,683626,450203,929915,https://imagesx.practo.com/providers/dr-neelwanti-soni-general-physician-hyderabad-f2cf77a1-a401-4af0-aea1-fbdeee0501aa.jpg,/hyderabad/doctor/dr-neelwanti-soni-general-physician?practice_id=929915&specialization=General Physician&referrer=doctor_listing&page_uid=fddc149b-9741-43c6-8588-6c712688ca9b,Dr. Neelwanti Soni,General Physician,MBBS,"Dr. Sampurnanand Medical College, Jodhpur",2003,Post Graduate Diploma in Maternity and Child Health (PGDMCH),"Gandhi Eye Hospital, Aligarh",2011.0,21,Hyderabad,Kondapur,Clinic,Apollo Medical  Centre,1050,"Dr. Neelwanti Soni is a Doctor in Kondapur, Hyderabad and has an experience of 16 years in this field. Dr. Neelwanti Soni practices at Apollo Medical Center in Kondapur, Hyderabad. She completed MBBS from Dr. Sampurnanand Medical College, Jodhpur in 2003, DNB - Family Medicine from Apollo Hospitals in 2013 and Post Graduate Diploma in Maternity and Child Health (PGDMCH) from Gandhi Eye Hospital, Aligarh in 2011. She is a member of the Medical Council of India (MCI). Some of the services provided by the doctor are: Filaria Treatment, Piles Treatment, Insulin Free Treatment, Piles Treatment (Non-Surgical) and Viral Fever Treatment",86.0,212,176,"8/8/2024, 10:38:32 AM",4,,female
16,333119,356393,793517,https://imagesx.practo.com/providers/dr-p-gautam-general-physician-hyderabad-571edd32-74ad-4981-af35-a77c02f7f375.jpg,/hyderabad/doctor/dr-p-gautam-general-physician-1?practice_id=793517&specialization=General Physician&referrer=doctor_listing&page_uid=fddc149b-9741-43c6-8588-6c712688ca9b,Dr. P. Gautam,General Physician,MBBS,"Gandhi Medical College, Hyderabad",1995,MD - General Medicine,"Osmania Medical College, Hyderabad",2000.0,29,Hyderabad,Habsiguda,Clinic,MetroCare Clinics,500,"He's specialized in prevention and treatment of adult diseases. This includes common illnesses that affect adults, including infections and chronic illnesses such as diabetes, hypertension, high cholesterol, thyroid disorders, asthma etc.  He also takes care of patients who need admission to a hospital and he's a consultant physician at KIMS hospitals, Secunderabad.  Dr Gautam did his MBBS from Gandhi Medical College and MD (General Medicine) from Osmania Medical College. He has trained and worked abroad, in UK and USA. He did residency in Internal Medicine from Case Western Reserve University, OH, USA and worked as a hospitalist physician for 5 years at Tucson Medical Center, AZ, USA.  He is American Board Certified in Internal Medicine. He is a Consultant Physician at KIMS Hospitals, Secunderabad.  His interest lies in treating patients with respect and compassion, spending time with them and treating every symptom in a comprehensive manner. His passion lies in teaching clinical medicine to medical students and residents.  ",99.0,169,48,"8/8/2024, 10:38:32 AM",5,,male
