rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,569509,21734,1138966,https://imagesx.practo.com/providers/dr-s-sridevi-pediatrician-chennai-a4ff9e9f-ce76-4402-98f7-80f602041f4b.jpg,/hyderabad/doctor/dr-sridevi-pediatrician-1?practice_id=1138966&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. S Sridevi,Pediatrician,MBBS,"Kilpauk Medical College, Chennai",1976,MD - Pediatrics,"University Of Madras, India",1982.0,48,Hyderabad,Saidabad,Clinic,Apex Medical and Dental Centre,400,36 years of experience as a general pediatrician and nutrition specialist she has experience in handling all types of emergencies and diseases from neonatology to adolescents. Advice on preventive vaccinations and maintain records of vaccination in the clinic. Advice on nutrition and maintain growth charts for children below five.,98.0,46,34,"8/7/2024, 6:46:09 PM",2,,female
2,722050,867204,1294785,https://imagesx.practo.com/providers/dr-avani-pediatrician-hyderabad-58c6c61a-6631-419b-9b2b-46c3ed57ba7d.jpg,/hyderabad/doctor/dr-avani-paediatrics?practice_id=1294785&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. Avani,Pediatrician,MBBS,"Prathima Institute Of Medical Sciences, Karimnagar",2011,Diploma in Child Health (DCH),Dr. NTR University of Health Sciences Andhra Pradesh,2016.0,13,Hyderabad,Mansoorabad,Clinic,Cradle Child Clinic,300,Dr avani completed MBBS  and DCH in PIMS .. Have experience for 10 plus years,95.0,75,57,"8/7/2024, 6:46:09 PM",3,,female
3,570957,584972,1139835,https://imagesx.practo.com/providers/dr-srikanth-darisetty-pediatrician-hyderabad-500bea61-6caa-449b-ae1d-15b0b57c717e.jpg,/hyderabad/doctor/dr-srikanth-darisetty-pediatrician?practice_id=1139835&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. Srikanth Darisetty,Pediatrician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2010,MD - Pediatrics,CAIMS,2014.0,14,Hyderabad,Malkajgiri,Clinic,Dr. D . Srikanth clinic,550,"Pediatrician by profession.. Intensivist, neonatologist and consultant in healing touch clinic and healing touch hospital hospital",100.0,122,85,"8/7/2024, 6:46:09 PM",5,,male
4,323118,284472,785280,https://imagesx.practo.com/providers/dr-ashwin-reddy-pediatrician-hyderabad-23bfba81-36a0-4dda-a360-9b92f51037af.jpg,/hyderabad/doctor/dr-ashwin-reddy-pediatrician-1?practice_id=785280&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. Ashwin Reddy,Pediatrician,MBBS,Rajiv Gandhi University of Health Sciences,2006,MD - Pediatrics,"Bharati Vidyapeeth University, Pune",2012.0,18,Hyderabad,Secunderabad,Clinic,Ashwin Children Clinic,400,Children's Doctor,96.0,105,36,"8/7/2024, 6:46:09 PM",6,,male
5,736039,458278,1308456,https://imagesx.practo.com/providers/dr-bhargavi-arun-pediatrician-hyderabad-45a89ae2-8d84-43dc-9b22-58ef345d97ee.jpg,/hyderabad/doctor/dr-bhargavi-4-paediatric-intensivist?practice_id=1308456&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. Bhargavi Arun,Pediatrician,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2007,MD - Pediatrics,Dr. NTR University of Health Sciences Andhra Pradesh,2012.0,17,Hyderabad,Kukatpally,Clinic,Milestones Children's Clinic,500,"Dr. Bhargavi Arun has done MBBS from Osmania General Hospital, an MD in Pediatrics from Niloufer Hospital. She has vast experience in Child Development, Diseases, and Child Psychology.",99.0,169,100,"8/7/2024, 6:46:09 PM",7,,female
6,90848,204353,663952,https://imagesx.practo.com/providers/dr-sravanthi-j-general-physician-hyderabad-1c1785ce-5a36-4ea7-bfbc-6073105ca819.jpg,/hyderabad/doctor/dr-j-sravanthi-pediatrician?practice_id=663952&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. Sravanthi J,Pediatrician,MBBS,"Osmania Medical College, Hyderabad",2002,Diploma in Child Health (DCH),"Osmania Medical College, Hyderabad",2006.0,22,Hyderabad,Domalguda,Clinic,Dr Sravanthi Medical centre,500,"MD INTERNAL MEDICINE (OSMANIA MEDICAL COLLEGE), DCH - CHILD SPECIALIST (NILOUFER HOSPITAL), FELLOW IN NEONATOLOGY - FERNANDEZ HOSPITAL. Expert in all infectious diseases in all age groups , asthma & allergic disorders, lifestyle management ,Diabetes management. Hypertension , VACCINATION FOR ALL AGE GROUPS & ALSO IN HIGH RISK CASES and also TRAVEL VACCINATION given in the clinic. Special interest in women health issues.",98.0,127,33,"8/7/2024, 6:46:09 PM",8,,female
7,492200,532708,1068853,https://imagesx.practo.com/providers/dr-p-kirthini-pediatrician-hyderabad-409bbb5f-f716-4913-a90e-177afb656509.jpg,/hyderabad/doctor/kirthini-pediatrician?practice_id=1068853&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. P. Kirthini,Pediatrician,Diploma in Child Health (DCH),Jagadguru Jayadeva Murugarajendra Medical College (JJMMC),2011,MBBS,"College of Medical Sciences, Bharatpur",2002.0,22,Hyderabad,Madinaguda,Clinic,Tripura Children's Clinic,400,Dr. Kirthini is a Pediatrician and practices in Tripura Children's Clinic. She has 9 years of experience and had good hands in practice.,96.0,114,37,"8/7/2024, 6:46:09 PM",9,,female
8,547392,569413,1124551,https://imagesx.practo.com/providers/dr-uday-kumar-sahu-pediatrician-hyderabad-e52b85f2-09ea-4735-a1d0-35b9a65797fc.jpg,/hyderabad/doctor/dr-uday-kumar-sahu-pediatrician-1?practice_id=1124551&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. Uday Kumar Sahu,Pediatrician,MBBS,"Sriram Chandra Bhanj Medical College, Cuttack",1989,MD - Pediatrics,"Sriram Chandra Bhanj Medical College, Cuttack",1992.0,31,Hyderabad,Kondapur,Clinic,Savitri Children's Clinic,700,"Though jovial in nature, Dr. Uday is a serious doctor when it comes to the health of children. He began his career in 1994 by establishing CDR hospital for children, the first private pediatric hospital in Hyderabad. Having trained in Canada, He was the first neonatologist in earstwhile Andhra Pradesh. He has keen in rendering expertise to new born babies as well as children with nerve, heart, metabolic, endocrine and allergic disorder. He is a family man and when not practicing Doctor on call facility is available He indulge in his passion for singing and socialize with friends at golf",92.0,196,124,"8/7/2024, 6:46:09 PM",11,,male
9,936266,326918,1458090,https://imagesx.practo.com/providers/dr-mukesh-kumar-khetan-pediatrician-hyderabad-368f6cbd-e1f8-4a06-98a4-093b35b97dff.jpg,/hyderabad/doctor/dr-mukesh-kumar-khetan-pediatrician-1-general-physician?practice_id=1458090&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. Mukesh Kumar Khetan,Pediatrician,MBBS,"Manipal Academy Of Higher Education, Manipal, India",2001,DNB - Pediatrics,National Board Of Examination,2007.0,23,Hyderabad,Financial District,Hospital,Rainbow Children's Hospital,850,,97.0,2043,237,"8/7/2024, 6:46:09 PM",12,,male
10,246401,337430,730878,https://imagesx.practo.com/providers/dr-d-srikanth-reddy-pediatrician-hyderabad-8c8d0e72-eea0-4b4e-80f0-1b599473d1fc.jpg,/hyderabad/doctor/dr-d-srikanth-reddy-pediatrician?practice_id=730878&specialization=Pediatrician&referrer=doctor_listing&page_uid=0b36acaf-69a4-4420-9948-0b0b13315246,Dr. D. Srikanth Reddy,Pediatrician,MBBS,Kasturba Medical  College,2001,Diploma in Child Health (DCH),Kasturba Medical  College,2004.0,23,Hyderabad,Ramanthapur,Clinic,Children's Clinic & Vaccination Centre,600,"Dr. D. Srikanth Reddy has over 19 years of rich overall experience and 16 years as a Specialist in the field of General Pediatrics, Critical Care Pediatrics and Neonatology. He has a special interest in the area of Pediatric Infectious Diseases and Gastroenterology.",95.0,19,10,"8/7/2024, 6:46:09 PM",14,,male
11,812167,409114,1377112,https://imagesx.practo.com/providers/dr-ganta-rami-reddy-pediatrician-hyderabad-da7f0a8a-a6ac-4819-af4c-904d814f2265.jpg,/hyderabad/doctor/dr-rajesh-reddy-pediatrician-2?practice_id=1377112&specialization=Pediatrician&referrer=doctor_listing&page_uid=10b6c926-43ec-496b-bed8-73fc406714bd,Dr. Ganta Rami Reddy,Pediatrician,MBBS,Hebei Medical University,2012,MD - Pediatrics,Dr. NTR University of Health Sciences Andhra Pradesh,2017.0,12,Hyderabad,Kondapur,Clinic,Neo Asian Clinics,500,,94.0,68,31,"8/7/2024, 6:46:09 PM",0,,male
12,676894,591124,1250626,https://imagesx.practo.com/providers/dr-jyothirmayi-k-pediatrician-hyderabad-ef7bb348-d8c3-4a78-982d-e830ea24e5be.jpg,/hyderabad/doctor/dr-dr-jyothirmayi-k-pediatrician?practice_id=1250626&specialization=Pediatrician&referrer=doctor_listing&page_uid=10b6c926-43ec-496b-bed8-73fc406714bd,Dr. Jyothirmayi K,Pediatrician,MBBS,"Sri Ramachandra University, Chennai",2010,MD - Pediatrics,Kle University,2016.0,14,Hyderabad,Kondapur,Clinic,Cherish Children's Clinic,700,"Dr. K. Jyothirmayi  is a Pediatrician in Kondapur, Hyderabad and has an experience of 9 years in this field. Dr. K. Jyothirmayi  practices at Cherish Children's Clinic in kondapur, Hyderabad. She completed MBBS from Sri Ramachandra University, Chennai in 2010 and MD - Pediatrics from Jawaharlal Nehru Medical College, Belgaum in 2016 and worked as an Assistant Professor in the same institute for a while.  She is a member of Indian Academy Of Pediatrics (IAP). She is really passionate about her profession and wants to work towards the upliftment of the overall wellbeing of children.",100.0,38,18,"8/7/2024, 6:46:09 PM",1,,female
13,883485,1052759,1440750,https://imagesx.practo.com/providers/dr-neena-reddy-mukkala-pediatrician-hyderabad-f630d9d8-faa4-4d33-a4e7-88280416047d.jpg,/hyderabad/doctor/neena-reddy-mukkala-pediatrician?practice_id=1440750&specialization=Pediatrician&referrer=doctor_listing&page_uid=10b6c926-43ec-496b-bed8-73fc406714bd,Dr. Neena Reddy Mukkala,Pediatrician,MD - Pediatrics,Dr. NTR University of Health Sciences Andhra Pradesh,2016,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2011.0,9,Hyderabad,Narsingi,Clinic,Global Diagnostics And Clinics,500,,100.0,15,14,"8/7/2024, 6:46:09 PM",2,,female
