rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,668946,630402,708747,https://imagesx.practo.com/providers/dr-rajanikanth-c-r-cardiologist-mumbai-e5c8ff4e-bb95-42c8-b438-6052f8a4a853.jpg,/mumbai/doctor/dr-rajanikanth-c-r-cardiologist?practice_id=708747&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Rajanikanth C. R.,Cardiologist,MBBS,"University Of Mysore, India",1986,MS - General Surgery,"University Of Mysore, India",1990.0,34,Mumbai,Chembur,Hospital,Surana Sethia Hospital and Research Center,1000,,100.0,10,0,"8/6/2024, 5:24:40 PM",2,,male
2,116965,228812,674202,https://imagesx.practo.com/providers/dr-surinder-hansra-cardiologist-mumbai-73b812b3-c2fc-4463-86d8-9d703f1fbeba.jpg,/mumbai/doctor/dr-surinder-hansra-cardiologist?practice_id=674202&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Surinder Hansra,Cardiologist,MBBS,"NKP Salve Institute of Medical Sciences and Research Centre & Lata Mangeshkar Hospital, Nagpur",1999,MD - General Medicine,"JNMC, Wardha",2003.0,25,Mumbai,Kandivali East,Clinic,Dr. Hansra's Clinic,1200,"Dr. Surinder Hansra is an experienced Consultant Cardiologist practicing in Kandivali East. He is an expert in Angiography,  Angioplasty (via the Wrist) and pacemaker procedures. He is also proficient in treating High Blood Pressure & Diabetes.  Dr. Hansra provides facilities of ECG, 2D Echocardiography,  Ambulatory Blood Pressure Monitoring & Holter Monitoring at his clinic.  He is a certified member of European Society of Cardiology.",94.0,112,57,"8/6/2024, 5:24:40 PM",3,,male
3,782866,556863,1350981,https://imagesx.practo.com/providers/dr-c-b-munjewar-cardiologist-mumbai-8566e034-f760-4f93-9127-a5ba6238e0f7.jpg,/mumbai/doctor/chandrashekhar-munjewar-cardiologist-1?practice_id=1350981&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. C. B. Munjewar,Cardiologist,MBBS,"Maharashtra Universtity of Health Sciences, Nashik",2006,MD - General Medicine,"Grant Medical College and Sir JJ Hospital, Mumbai",2009.0,18,Mumbai,Ghatkopar,Clinic,FirstHeart Cardiac Super Speciality Centre,1500,"Dr.C. B. Munjewar is a well-experienced and learned Cardiologist, trained under renowned experts. He is well known for his clinical approach and intervention expertise. Loved by patients because he spends enough time with every patient to their complete satisfaction. Quite an expert in procedures like echocardiography, angiography, angioplasty, pacemaker etc.",98.0,64,31,"8/6/2024, 5:24:40 PM",5,,male
4,676887,641973,1250608,https://imagesx.practo.com/providers/dr-kamales-kumar-saha-cardiac-surgeon-mumbai-97567d05-d6f1-4b8a-adeb-c08b98f16260.jpg,/mumbai/doctor/kamales-kumar-saha-cardiac-surgeon?practice_id=1250608&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Kamales Kumar Saha,Cardiologist,MBBS,University Of Calcutta,1986,MS - General Surgery,University Of Calcutta,1991.0,38,Mumbai,Goregaon East,Clinic,HeartClinic,3300,30 years experience. Did MCh from AIIMS New Delhi and did fellowship in The Mayo Clinic USA. Specializes in beating heart and minimally invasive bypass surgery. Also specialise in revolutionary non invasive ESMR treatment for heart blocks,92.0,24,14,"8/6/2024, 5:24:40 PM",6,,male
5,613529,633781,668459,https://imagesx.practo.com/providers/dr-nitesh-b-karnire-cardiologist-mumbai-f3cb8ea2-c7d7-4cee-8c52-7fc5312f8760.jpg,/mumbai/doctor/dr-nitesh-b-karnire-cardiologist?practice_id=668459&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Nitesh B. Karnire,Cardiologist,MBBS,"Father Muller Medical College, Mangalore",2009,DM - Cardiology,MGM Medical College and Hospital,2017.0,15,Mumbai,Bandra East,Hospital,Bandra East Nursing Home,1000,Cardiologist with dedication for patient oriented care. proficient in Invasive and non invasive cardiology. Facilities available: 1. Consultations. 2. 2D Echocardiography. 3. TMT Stress test 3. Coronary angiography radial and femoral route 4. Angioplasty 5. Device closure for ASD and PDA. 6. Second opinion.,86.0,7,5,"8/6/2024, 5:24:40 PM",7,,male
6,758044,916573,1326920,https://imagesx.practo.com/providers/dr-aditya-dhawale-cardiologist-mumbai-78e152d4-ce1b-41ad-aa06-89cfe66a57bf.jpg,/mumbai/doctor/dr-aditya-dhawale-cardiologist?practice_id=1326920&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Aditya Dhawale,Cardiologist,MBBS,Maharshtra University of Health Sciences,2009,MD - General Medicine,"Maharashtra Universtity of Health Sciences, Nashik",2015.0,15,Mumbai,Ghatkopar West,Clinic,Hope Multispeciality Clinic,1000,,92.0,12,8,"8/6/2024, 5:24:40 PM",8,,male
7,213979,310244,708733,https://imagesx.practo.com/providers/dr-ashish-agrawal-cardiologist-mumbai-6a44b56f-02d7-4871-a657-df39839c2f58.jpg,/mumbai/doctor/dr-ashish-agrawal-cardiologist?practice_id=708733&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Ashish Agrawal,Cardiologist,DM - Cardiology,"Maharashtra Universtity of Health Sciences, Nashik",2012,MD - Medicine,"B J Medical College, Pune",2008.0,21,Mumbai,Bhandup West,Clinic,The Heart Clinic,1500,"Dr Ashish Agrawal is a well-known name in the field of Cardiology. He is an interventional cardiologist by profession with over 13 years of experience in this field. He plays an active role in all academic meetings. He has achieved a gold medal in the post-doctoral DM Cardiology course from the prestigious Institute of KEM Hospital and Seth G.S. Medical College, Mumbai.  He has worked as assistant professor / super speciality MO in the same institute post DM. Following which he has worked at Baroda Heart Institute (a renowned centre for primary angioplasty) as an interventional cardiologist.  Presently, he is practising as an interventional cardiologist in Mumbai.  Patient satisfaction is the primary aim of his practice.",98.0,435,238,"8/6/2024, 5:24:40 PM",9,,male
8,700709,289338,982258,https://imagesx.practo.com/providers/dr-praveen-kulkarni-cardiologist-mumbai-3fc7e400-3893-4595-8d2b-7c1fbf1f13ff.jpg,/mumbai/doctor/praveen-kulkarni-1-cardiologist?practice_id=982258&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Praveen Kulkarni,Cardiologist,MBBS,Rajiv Gandhi University of Health Sciences,2002,MD - Medicine,"POSTGRADUATE INSTITUTE OF MEDICAL  EDUCATION AND RESEARCH, CHANDIGARH",2007.0,22,Mumbai,Parel,Hospital,Gleneagles Hospitals,1850,,92.0,24,21,"8/6/2024, 5:24:40 PM",11,,male
9,747413,611799,1313489,https://imagesx.practo.com/providers/dr-ankur-phatarpekar-interventional-cardiologist-mumbai-9d25a84d-984d-4931-aae5-908930f0e47d.jpg,/mumbai/doctor/dr-ankur-phatarpekar?practice_id=1313489&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Ankur Phatarpekar,Cardiologist,DM - Cardiology,Sethas Medical college & kem hospital Mumbai,2015,MBBS,"Dr. D.Y. Patil Medical College and Hospital, Navi  Mumbai.",2004.0,20,Mumbai,Prabhadevi,Clinic,Care For You Clinic,2000,"Dr. Ankur Ulhas Phatarpekar is a Consultant Interventional  Cardiologist. He has done his MD and DM Cardiology from prestigious Seth G. S. Medical College and King Edward Memorial Hospital where he also worked as Assistant Professor. He has always been an academic achiever and topped in various competitive exams. He has conducted several interventional trials and has more than 30 international publications to his name.  He is attached to several hospitals like Breach Candy, Wockhartds Hospital, Global, Fortis Raheja and Symbiosis speciality clinic. He has vast experience in diagnostic procedures like 2D echo cardiography, pediatric and fetal echocardiography, dobutamine stress echo and interventional cardiac procedures like  Angiography and angioplasty, Cardiac Catheterization, Pacemaker insertion, Balloon Mitral valvotomy, Pediatric interventions.",98.0,56,43,"8/6/2024, 5:24:40 PM",12,,male
10,665542,237167,692922,https://imagesx.practo.com/providers/dr-nilesh-gautam-cardiologist-mumbai-3a890c31-2935-44ac-912e-56517d208a66.jpg,/mumbai/doctor/dr-nilesh-cardiologist?practice_id=692922&specialization=Cardiologist&referrer=doctor_listing&page_uid=f62fbbaa-2ac9-4ebf-9243-d687088e6463,Dr. Nilesh Gautam,Cardiologist,MBBS,"Mahatma Gandhi Institute of Medical Sciences, Sewagram (MGIMS)",1994,MD - General Medicine,"BVMC ,Pune",2000.0,23,Mumbai,Mahim,Hospital,S L Raheja Fortis Hospital,1800,"Dr Nilesh completed MBBSin 1994.   Professional Experience:  Extensive experience in non-invasive investigational & interventional procedures  Has performed more than 5000 angiographies & over 1000 angioplasties  Primary investigator in international clinical trials on newer drugs in treatment of hypertension  Sub PI in various interventional clinical trials in newer stenting techniques & treatment modalities of coronary heart disease  Seminars presented on various topics during Clinical Departmental Cardiology Meetings (2000-2007)   His publications :  2004 is heparin necessary before coronary angiography n. Gautam, v. Surase, s. Karnade, s. Vaishnav, Asian heart institute, Mumbai.  Our experience with paclitaxel-eluting (taxus) stent – immediate and intermediate-term follow-up. N.Gautam, s. Rane, b. Shah, t.Suvarna, n. Burkule, a jain, r. Panda, s. Vaishnav, asian heart institute, and mumbai.  2005  use of sodabicarb & n acetyl cystiene in patients with high creatinine undergoing invasive procedure nilesh gautam, sudhir vaishnav, suniel karande, tilak suvarna  2006  the initial experience of using cardiac recovery system in patients with refractory cardiac failure s amit, s vaishnav, k rajeev, n gautam, v dsilva, asian heart institute.   2007       Tct web site case study - coronary aneurysm stenting during acute mioperator(s):  Dr. Sudhir vaishnav md dm, dr. Nilesh gautam, md, dm, dr. Tilak suvarna md, dm  2007.            Percutaneous transluminal catheter based coil embolisation of the septal artery as a treatment for hypertrophic obstructive cardiomyopathy”. Dr Sudhir Vaishnav MD dm, dr. Nilesh Gautam, MD, dm  2012  comparison of bivalirudin monotherapy with unfractionated heparin plus gpiibiiia inhibitor in patients of ua/non-stemi undergoing PCI. Dr Nilesh Gautam MD, DM, Drsuvarna tilak DNB, Santosh Kumar Dora, Pravin Kulkarni M.D., Dr Santosh Khandekar DNB.Ihj64(2012) s49-s 69             exercise stress echocardiography after revascularization; a single centre study. Praveen Kulkarni DM, Nilesh Gautam DM, et al ,ihj 64(2012) s81es 94    indian heart journal 2013.(under publication)   bioabsorbable stents: our experience.  Prasugrel vs clopidogrel in pci: our experience   International faculty          singapore cardiologists meet 2008- indian experience with irbesartan in treating patients with moderate hypertension.           Clinical trial participant     cosima 2    comparative study of the efficacy of irbesartan/ hctz     with valsartan /hctz using home  blood pressure monitoring in   the treatment of mild to moderate hypertension.    Sponsors-bristol Meyers & Squibb Sanofi –syntheco partnership.  Biomime   The first-in-man safety and performance evaluation of the biomime sirolimus eluting stent system for the treatment of patients with single, discrete, de novo, non-complex coronary lesions-the biomime pilot fim trial. Sponsors and collaborators –meril life sciences pvt .Ltd.  Averroes trial apixaban versus acetylsalicylic acid to prevent strokes in atrial fibrillation. Sponsors- bristol –meyers squibb, pfizer.     ",90.0,10,6,"8/6/2024, 5:24:40 PM",14,,male
