rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,457233,508305,1028152,https://imagesx.practo.com/providers/dr-akshay-jain-general-physician-mumbai-a3af07ae-684f-451b-8d22-742d805f1979.jpg,/mumbai/doctor/akshay-jain-1-general-physician?practice_id=1028152&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Akshay Jain,General Physician,MBBS,"D Y Patil Medical College, Mumbai",2014,,,,10,Mumbai,Lower Parel,Clinic,Health and Beyond Clinic,500,"Dr. Akshay Jain having grown up witnessing the medical profession closely Dr. Akshay Jain minutely understands the concepts of healthcare and well being. Trained as a general physician, his focus remains on catering to general family needs.  His patient and friendly nature along with accurate diagnosis make him a contemporary yet knowledgeable professional. Taking an expertise in diabetic studies, he focuses on using innovative and advanced treatments of prognosis.",98.0,191,111,"8/5/2024, 9:31:20 PM",2,,male
1,817634,889065,1382501,https://imagesx.practo.com/providers/dr-sangeeta-chokhani-general-physician-mumbai-f0cf5ed8-16c7-441a-b769-242c70c3d915.jpg,/mumbai/doctor/sangeeta-chokhani-family-physician?practice_id=1382501&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Sangeeta Chokhani,General Physician,MBBS,University Of Bombay,1990,,,,34,Mumbai,Andheri West,Clinic,Health Care Clinic,600,Dr Sangeeta Chokhani done MBBS from Grant Medical College Mumbai with  32 years of experience.,98.0,81,42,"8/5/2024, 9:31:20 PM",2,,female
2,549653,570868,1125668,https://imagesx.practo.com/providers/dr-vaijayanti-mahajan-general-physician-mumbai-c6ffefe9-3606-4936-9181-2d12681174a5.jpg,/mumbai/doctor/dr-vaijayanti-mahajan-general-physician?practice_id=1125668&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Vaijayanti Mahajan,General Physician,MBBS,"University of Mumbai, Mumbai",1999,,,,25,Mumbai,Bandra East,Clinic,Dr Mahajan's Clinic,1000,She believes in healthcare that is based on a personal commitment to meet patients' needs with compassion and care . Dr. Vaijayanti Mahajan is a General Physician with experience of 20yrs in the medical field. She did her MBBS from DY Patil Medical College in 2000.,97.0,75,51,"8/5/2024, 9:31:20 PM",3,,female
2,833587,1011050,1398005,https://imagesx.practo.com/providers/dr-anshudeep-dodake-general-physician-mumbai-460f5dee-55d9-4ea7-a6c7-70eb0698ae94.jpg,/mumbai/doctor/dr-anshudeep-dodake-general-practitioner?practice_id=1398005&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Anshudeep Dodake,General Physician,MBBS,"Maharashtra Universtity of Health Sciences, Nashik",2011,MD - Pharmacology,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College,2017.0,13,Mumbai,Parel,Clinic,Health Omega Clinic,500,,100.0,43,24,"8/5/2024, 9:31:20 PM",3,,male
3,120559,232110,675676,https://imagesx.practo.com/providers/dr-nainesh-meswani-general-physician-mumbai-6655d7b1-de0b-4b00-9aa9-3085f1beadba.jpg,/mumbai/doctor/dr-nainesh-meswani-general-physician?practice_id=675676&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Nainesh Meswani,General Physician,MBBS,"Jawaharlal Nehru Medical College, Belgaum",1992,DMRE,"K. J. Somaiya Medical College and Research Centre, Sion - Mumbai",2004.0,32,Mumbai,Kurla West,Clinic,Meswani Clinic,500,,100.0,3,2,"8/5/2024, 9:31:20 PM",5,,male
3,359076,429510,662456,https://imagesx.practo.com/providers/dr-kavita-agarwal-general-physician-mumbai-31de715e-b07d-4ee9-b0e4-1e56fa33de7d.jpg,/mumbai/doctor/dr-kavita-agarwal?practice_id=662456&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Kavita Agarwal,General Physician,MBBS,"Patna Medical College, Patna",1981,,,,43,Mumbai,Kandivali East,Clinic,London Dental Clinic,600,"Dr. Kavita Agarwal is a General Physician, mainly treating Women and Children. She has 37 years of experience working for Gynaecology under her belt, and also administers all Vaccination for children. She has a name in Skin care treatment.",97.0,36,37,"8/5/2024, 9:31:20 PM",5,,female
4,543712,567011,1122492,https://imagesx.practo.com/providers/dr-shubhashree-patil-diabetologist-mumbai-63b1c6a5-863a-4867-849e-8ecb0de9c543.jpg,/mumbai/doctor/dr-shubhashree-patil-diabetologist-1?practice_id=1122492&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Shubhashree Patil,General Physician,MBBS,"Government Medical College and Hospital, Nagpur",2005,DNB - General Medicine,"DNB board, New Delhi",2012.0,19,Mumbai,Andheri East,Clinic,Diabetes And Wellness Clinic,1300,"Doctor is practicing at  Diabetes and wellness clinic since 2013. Doctor has done graduation in MBBS  from Government medical college, Nagpur, Post graduation in general medicine DNB.  GEN.MED. from National Board  New Delhi. Doctor has done her specialization in Diabetes from SIR.HN Hospital, Mumbai. Doctor also has done a certified course in Diabetology  Steno Diabetes Centre from  Denmark . She has valuable experience from All India Institute Of Diabetology  in S.L. Raheja Hospital, Mahim, Mumbai.",98.0,377,270,"8/5/2024, 9:31:20 PM",6,,female
4,896055,1106055,1451088,https://imagesx.practo.com/providers/dr-ashish-jain-general-physician-mumbai-07e938bc-8254-4a25-bafd-3a2f66372a1a.jpg,/mumbai/doctor/dr-ashish-k-jain-2-general-physician?practice_id=1451088&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Ashish Jain,General Physician,MBBS,"Maharashtra Universtity of Health Sciences, Nashik",2017,DNB - General Medicine,"National Board of Education, New Delhi",2023.0,7,Mumbai,Chandivali,Clinic,Nahar Medical Centre ,1000,,100.0,18,17,"8/5/2024, 9:31:20 PM",6,,male
5,649460,679418,1221513,https://imagesx.practo.com/providers/dr-dhrumil-vinesh-panchal-general-physician-mumbai-7cbc14b0-4e03-43d2-bf36-c33b034f8375.jpg,/mumbai/doctor/dhrumil-vinesh-panchal-general-physician?practice_id=1221513&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Dhrumil Vinesh Panchal,General Physician,MBBS,DY Patil University,2015,,,,9,Mumbai,Wadala,Clinic,Dr Dhrumil's Clinic and Diagnostics,600,"Dr. Dhrumil Panchal is a highly trained specialist who provides a range of medical health care to patients. He cares for difficult, unusual and general medical problems and continues to see the patient until these problems have resolved or stabilized. He treats acute and chronic illnesses and provides preventive care and health education to patients. Broadly educated to deal with the entire range of the patient’s medical problems. Thorough, logical and scientific in his approach to provide an expert diagnosis. Able to assess and choose drugs and other medical therapies wisely to prevent and treat diseases. Highly skilled in clinical decision making and cost-effective.",96.0,57,49,"8/5/2024, 9:31:20 PM",7,,male
5,894660,1104536,1450155,https://imagesx.practo.com/providers/dr-komal-keswani-general-physician-mumbai-6bb5961e-cd51-4803-b9c6-71ad80699163.jpg,/mumbai/doctor/komal-keswani-general-physician?practice_id=1450155&specialization=General Physician&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Komal Keswani,General Physician,MBBS,"Rajasthan University, Jaipur, India",2016,MD - Microbiology,Maharshtra University of Health Sciences,2020.0,8,Mumbai,Colaba,Clinic,All Care Family Clinic,500,Dr. Komal is an enthusiastic medical professional. She has done her MBBS and MD from eminent institutes of the country. She is  here to delicately offer her sincere health care services with the vedio consultation mode.,100.0,1,1,"8/5/2024, 9:31:20 PM",7,,female
