rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,851203,430814,1328152,https://imagesx.practo.com/providers/dr-venkatesh-m-j-orthodontist-bangalore-ee5cbcc5-c408-4b69-99ef-abeae7307239.jpg,/bangalore/doctor/venkatesh-m-j-dentist?practice_id=1328152&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Venkatesh M J,Dentist,BDS,M.R. Ambedkar Dental College and Hospital,1995,MDS - Orthodontics,Bangalore University,1998.0,29,Bangalore,Indiranagar,Clinic,All Care Dental Centre - since 1969,300,"Dr. Venkatesh.M.J is a Dentist in Basavanagudi, Bangalore. Dr. Venkatesh.M.J practices at All Care Dental Centre in Basavanagudi, Bangalore. The doctor completed BDS.  Some of the services provided by the doctor are: Crowns And Bridges, Orthodontics,Root Canal, Extractions, Fillings and Dentures etc.",90.0,40,9,"8/10/2024, 1:27:07 PM",2,,male
2,568418,258986,1138332,https://imagesx.practo.com/providers/dr-k-a-mohan-orthodontist-bangalore-5021e4f3-7a64-4825-8958-c323fdd45b69.jpg,/bangalore/doctor/dr-k-a-mohan?practice_id=1138332&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. K.A. Mohan,Dentist,BDS,"Government Dental College, Bangalore",1969,MDS - Orthodontics,"Government Dental College, Bangalore",1976.0,55,Bangalore,Domlur,Clinic,Dental De Care,500,"Dr. K A Mohan is a Dentist and Orthodontist in Domlur 2nd Stage, Indiranagar, Bangalore and has an experience of 47 years in these fields. Dr. K A Mohan practices at Dental DeCare, Indiranagar & Koramangala 3 Block, Bangalore. He completed BDS from Govt. Dental College and Research Institute, Bangalore in 1969 and MDS - Orthodontics & Dentofacial Orthopaedics from Govt. Dental College and Research Institute, Bangalore in 1977.  He is a member of Karnataka State Dental Council, Indian Orthodontic Society and Indian Dental Association.",96.0,56,34,"8/10/2024, 1:27:07 PM",3,,male
3,607303,626710,1163292,https://imagesx.practo.com/providers/dr-jnanesha-h-c-orthodontist-bangalore-3b18fc34-d140-4fe1-99b7-fc1dc0c04b9a.jpg,/bangalore/doctor/jnanesh-dentist?practice_id=1163292&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Jnanesha H.C,Dentist,BDS,"Yenepoya dental college, Mangalore",2001,MDS - Orthodontics,"Government Dental College, Bangalore",2007.0,22,Bangalore,Jayanagar 4 Block,Clinic,Excel Dental Care,300,Dr. Jnanesha H.C has 15 years of experience and 4 years of experience working abroad. Excellence in quality and gentle in delivering the treatment are his primary goals and providing state of the art oral health care is his primary objective. So far Dr. Jnanesha's Achievements are:- • He was awarded 1st Rank in Karnataka State MDS entrance         examination. • Achieved 1st rank in periodontics in the undergraduate     examination. • Specialised in laser dentistry from Manipal University. • He is a certified Invisalign provider. • Certified & well Experienced in Smile Designing.  His Special interest includes : • Braces-Clear Braces-Invisalign. • Root Canal treatment. • Missing teeth Replacement with Dental Implants- Implant Dentures. • Esthetic replacement of teeth with dental crowns and bridges-Emax      crowns- zirconia crowns- bruxzir crowns. • Laser depigmentation. • Gum disease treatment- laser. • Teeth whitening- Scaling And Polishing. • Removal Of wisdom teeth.,98.0,466,335,"8/10/2024, 1:27:07 PM",5,,male
4,315505,16571,779552,https://imagesx.practo.com/providers/dr-sunil-rao-endodontist-bangalore-c6bec4b0-44d9-4992-8a30-0e933ebed75e.jpg,/bangalore/doctor/dr-sunil-rao-dentist-1?practice_id=779552&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Sunil Rao,Dentist,BDS,Kasturba Medical  College,1996,MDS - Conservative Dentistry & Endodontics,"SDM College of Dental Sciences, Dharwad",1999.0,28,Bangalore,Vijayanagar,Clinic,Smile Dental Care,500,"Dr.Sunil Rao has completed his BDS from,KMC, Mahe Mangalore in 1996 and MDS from  SDMCDS, Dharwad in the year 1999. Specialize in Micro Dentistry - Re-Root Canal Treatment ( Re-RCT ). He specializes in Re-treatment of failed RCT. His immense knowledge in these fields have also led him to be an opinion leader for various dental companies as an adviser for them. He comes with 18 years of experience in this field.",97.0,397,214,"8/10/2024, 1:27:07 PM",6,,male
5,37503,40272,654730,https://imagesx.practo.com/providers/dr-aarti-talikoti-dentist-bangalore-ff3cd731-c806-46bc-9971-7d450c6e3c6a.jpg,/bangalore/doctor/dr-aarti-talikoti-dentist?practice_id=654730&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Aarti Talikoti,Dentist,BDS,"KLE Vishwanath Katti  Institute of Dental Sciences,Belgaum",2003,MDS - Prosthodontics,"MS Ramaiah Dental College, Bangalore",2008.0,21,Bangalore,Jayanagar 9 Block,Clinic,Infinit Dental Solutions,300,"Dr. Arati Talikoti graduated from KLE Institute of Dental Sciences, Belgaum and completed her post graduation in prosthodontics & implantology at M S Ramaiah Dental College in the year 2008, Bangalore through Rajiv Gandhi University of Health Sciences. With their backgrounds of profound clinical experience and passion in teaching and research, Dr. Shambhu and Dr. Arati works together at Infinit Dental Solutions to deliver the highest possible standards of dentistry and personalized dental care services to their patients. Their mission is to reconstruct a charming smile in recognition of each patient’s individuality and uniqueness.",97.0,208,113,"8/10/2024, 1:27:07 PM",8,,female
6,281011,352980,744758,https://imagesx.practo.com/providers/dr-shambhu-h-shivanna-dentist-bangalore-8890305b-94e2-494a-90e6-cef8af2ac283.jpg,/bangalore/doctor/shambhu-hs-dentist?practice_id=744758&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Shambhu H Shivanna,Dentist,BDS,"Bapuji college of dental sciences,Davangere",1999,MDS - Prosthodontist And Crown Bridge,JSS Dental College  Hospital,2007.0,25,Bangalore,Kundalahalli,Clinic,Ivory Dental,400,"Dr. Shambhu H Shivanna graduated from Bapuji College of Dental Sciences, Davangere and completed his post graduation in Prosthodontics & Implantology at JSS Dental College & Hospital, Mysore through Rajiv Gandhi University of Health Sciences( RGUHS). He started his dental practice in Mysore, Moved his practice to Jayanagar, Bangalore in the year 2007. He along with his wife, Dr. Arati Talikoti (MDS, Prosthodontics & Implantology) practices at Infinity Dental Solutions since 2007.  His eagerness to have a bigger set up nearWhitefield, he started Ivory Dental at AECS Layout, Kundalahalli near Brookfield. The quality care which was being provided by him all these years, which are extended to the patients from Whitefield, AECS Layout, BEML Layout, Kundalahalli, Marathahalli & Brookfield.   Dr. Shambhu H S is a consultant prosthodontist for Narayana Hrudayalaya Hospitals, Bommasandra, Bangalore along with Narayana Hrudayalaya Dental Clinics covering south Bangalore. He is currently attached to MANIPAL HOSPITALS as a Senior Consultant.",98.0,616,102,"8/10/2024, 1:27:07 PM",9,,male
7,804876,978222,1370881,https://imagesx.practo.com/providers/dr-vivekananda-reddy-dental-surgeon-bangalore-b0de1cfa-ca17-439d-954a-bbd4537b056c.jpg,/bangalore/doctor/dr-vivekananda-reddy-dentist?practice_id=1370881&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Vivekananda Reddy,Dentist,MDS - Prosthodontist And Crown Bridge,Babu Banarasi Das College of Dental Sciences,2006,BDS,Rajarajeswari Dental College  Hospital,2001.0,23,Bangalore,Hoodi,Clinic,Smile Craft Dental and Implant Centre,500,"Dr. Vivekanand Reddy had done MDS, a prominent Prosthodontist and Implantologist, had been in practice for 22 years. By employing advanced methods and keenly studying individual needs, he has become successful to meet the anticipations of the patients. He has committed himself to providing the best treatment possible in order to improve the patient’s facial esthetic and function with advance system. All the surgical & Dental procedures are performed under his able supervision.",98.0,413,318,"8/10/2024, 1:27:07 PM",10,,male
8,3705,4330,648850,https://imagesx.practo.com/providers/dr-pramod-orthodontist-bangalore-a07efee4-b1d5-4e84-8c62-c78d0af9ef47.jpg,/bangalore/doctor/dr-pramod-dentist-7?practice_id=648850&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Pramod,Dentist,MDS - Orthodontics,Meenakshi Ammal Dental College  Hospital,2009,BDS,M.R. Ambedkar Dental College and Hospital,2004.0,20,Bangalore,Koramangala,Clinic,Dental de Care,500,"Dr. Pramod is an orthodontist at Koramangala, Domlur  & Indiranagar, Bangalore and has an experience of 15 years in this field. Dr. Pramod practices at Dental Decare Orthodontic & Multispeciality Dental Clinic at Koramangala 3rd Block, Bangalore and Dental De Care - Domlur, Indiranagar Bangalore . He completed MDS - orthodontics from Meenakshi Ammal Dental College & Hospital in 2009 and secured a Gold Medal . F-WFO from USA in 2010. Invisalign USA -2016. He is Invisalign Platinum Provider.He is a member of Indian Dental Association, Indian Orthodontic Society, American Association of Orthodontists and World Federation of Orthodontists (WFO).",98.0,735,201,"8/10/2024, 1:27:07 PM",12,,male
9,866275,555945,1428535,https://imagesx.practo.com/providers/dr-deepthi-b-c-prosthodontist-bangalore-d0ec22cf-8221-419e-a1dd-6bdea0ec540b.jpg,/bangalore/doctor/dr-deepthi-26-dentist?practice_id=1428535&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Deepthi B C,Dentist,BDS,"Dayananda Sagar College of Dental Sciences, Bangalore",2008,MDS - Prosthodontist And Crown Bridge,Vokkaligara Sangha Dental College And Hospital,2013.0,16,Bangalore,HSR Layout,Clinic,Wisden Clinics,400,"Dr. Deepthi B C is a Prosthodontist, Implantologist and Cosmetic/Aesthetic Dentist and is the founder of  Wisden clinics,   Dental and Implant Center, HSR Layout , Bangalore  and has an experience of 15 years in these fields.  She , she s trained in implant Prosthodontics from USA and has a fellowship from Germany in Aesthetic  Medicine . She is  an expert in  dentures, Implants, veneers, smile designing, full mouth rehabilitation with crowns and bridges.  She completed BDS from Dayanand Sagar College of Dental Sciences in 2009 and MDS - Prosthodontics from V S Dental College in 2013.. She is a member of Karnataka State Dental Council. She is equipped with latest  education, Training, and Technology, to provide the highest quality care . She is a consultant Prosthodontist at many established dental clinics in Bengaluru .",100.0,79,71,"8/10/2024, 1:27:07 PM",13,,
10,181600,162732,697572,https://imagesx.practo.com/providers/dr-sanjay-kaul-periodontist-bangalore-59dc4d8a-029c-4460-8dfa-5218a8fc522a.jpg,/bangalore/doctor/dr-sanjay-kaul-dentist-1?practice_id=697572&specialization=Dentist&referrer=doctor_listing&page_uid=5385bbc4-928e-4508-832d-07ff4e87554c,Dr. Sanjay Kaul,Dentist,BDS,"SDM College of Dental Sciences, Dharwad",1996,MDS - Periodontics,"SDM College of Dental Sciences, Dharwad",2000.0,28,Bangalore,Koramangala,Clinic,V-Care Dental Speciality Clinic,500,"Dr. Sanjay Kaul received his undergraduate degree from SDM College of Dental Sciences, one of the premier institutes of India. He went on to complete his Masters in Periodontology and Oral Implantology in 2000. Dr. Sanjay devoted significant time in teaching and research, and his last academic position was as Head of the Department of Periodontics in Triveni Dental College. He started his first practice in 2004 followed by his 2nd clinic in 2011. His area of interests is Dental Implants and Aesthetic dentistry.",92.0,530,153,"8/10/2024, 1:27:07 PM",15,,male
