tags,context,found_helpful_data-review_yes_count,found_helpful_data-review_total_count,recommendation,review,reviewed_on,is_online_consult,recommends,patient_name,reply_text,replied_at,replier_name
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Wisdom Tooth Removal Surgery,",0,0,YES,"Really happy with the way procedure was explained before going through with it. The doctor was kind and warm, made me feel I was in safe hands! Thank you :)",2024-07-28 07:54:31,False,True,Leyona,Thank you for the valuable feedback. We are glad you had a wonderful experience with us. It's been a joy to have you as our patron. Looking forward to seeing you for the follow up visits. Keep smiling 😊,2024-08-01T10:32:12+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Wisdom Tooth Extraction,",0,0,YES,"The doctor was friendly and put me at ease for the wisdom tooth extraction. She explained all the steps and also the post-op care in detail, I'm glad to have got treated here. ",2024-06-08 03:45:17,False,True,Verified Patient,Thank you for the valuable feedback. 🙂,2024-06-12T02:01:58+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,","Dental Fillings,Dental Examinations,",0,0,YES,"She's there when you need her on WhatsApp, that's the best perk, n even on calls she'll try to work around your schedule. I'm also really relaxed about approaching her with absolutely any kind of question regarding my treatment or issues. Epitome of healthcare who truly cares! 😊
I'm already a regular now. ",2023-03-31 06:27:49,False,True,Shradha Nirmale,Thank you so much for appreciating the efforts. Your well-being is our pride. Keep smiling! ☺️,2023-04-02T02:25:24+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Dental Fillings,",0,0,YES,"We follow Dr Namita for all our Dental issues for all family members! She is really sweet & friendly. Listens peacefully & explains properly. 
We recommend city smiles to all our friends 😀",2023-12-30 07:30:22,False,True,Yashika Govil,Thank you Yashika for the wonderful feedback. It's a pleasure to have you as our patron. Looking forward to seeing you again for the follow up visits 😊,2024-01-02T11:45:00+0000,Dr. Namita Jaiswal
"Treatment satisfaction,Doctor friendliness,","Surgical Tooth Extraction,",0,0,YES,"It really was a pleasant treatment,  successfully completed and am happy for the immediate response .",2023-12-17 08:13:02,False,True,SHIVAKUMAR G,Thank you for the valuable feedback Mr Shivakumar. It was a pleasure to have you as our patron. Keep Smiling 😊,2023-12-18T09:55:26+0000,Dr. Namita Jaiswal
"Explanation of the health issue,Doctor friendliness,Treatment satisfaction,Wait time,","Dental Crowns,",0,0,YES,"Very good explanation about problems . Good analysis 
and found route cause . Prompt actions . Clinic is  clean and environment is good.",2023-12-15 09:33:52,False,True,Avinash Managoli,Thank you for the valuable feedback Mr Avinash. Appreciate your kind words. Glad that you had a  good experience with us. ,2023-12-17T15:59:02+0000,Dr. Namita Jaiswal
"Doctor friendliness,Treatment satisfaction,Value for money,Explanation of the health issue,Wait time,","Dental Crowns,",0,0,YES,"I m consulting Doctor since 3-4 years for my dental problems. Very friendly nature Dr, very good experience 👍 ",2023-12-15 04:37:00,False,True,Shilpa Sanjay kulkarani,Thank you for the valuable feedback Mrs Shilpa. Appreciate your kind words. Keep Smiling 😊,2023-12-17T15:57:55+0000,Dr. Namita Jaiswal
,,0,0,YES,i would definitely recommended Dr. Namita to all my friends who have dental issues... Dr. is too friendly and caring... I had wisdom tooth extraction and she keeps following up with me to know if the pain has subsided or not... I mean who does that... I never met a doctor like her in my life... I always had dental issues since childhood and whenever I had pain I use to ignore it cz the doctors I use to visit were not really friendly in terms of explaining the issue. But doctor Namita is one of the gem who is worried about the patient's concern and fix it and explain it throughly... #bestdentistevermet,2021-02-25 09:37:27,False,True,Verified Patient,Thank you for such an amazing feedback. We are glad that you had a wonderful experience at City Smiles Dental Clinic. Your kind words keep us motivated to do the best for our patients. Keep Smiling 😊,2021-02-28T14:55:47+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,",,0,0,YES,"No words to express the knowledge and the way Doctor handling the patients
Very happy with the treatment..Excellent ",2023-10-27 09:14:45,False,True,Vikas,Thank you for the valuable feedback Mr Vikas. We really appreciate it. Keep Smiling 😊,2023-10-30T06:08:17+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,","Chipped Tooth,Denture Problems,",0,0,YES,treated welland detailed explanation about the problem Dr called back for confirmation of 2nd appointment with surgeon ,2024-02-29 14:47:58,False,True,Verified Patient,Thank you so much for the valuable feedback 🙂,2024-03-02T10:14:13+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Wisdom Tooth Removal Surgery,",0,0,YES,"Really happy with the way procedure was explained before going through with it. The doctor was kind and warm, made me feel I was in safe hands! Thank you :)",2024-07-28 07:54:31,False,True,Leyona,Thank you for the valuable feedback. We are glad you had a wonderful experience with us. It's been a joy to have you as our patron. Looking forward to seeing you for the follow up visits. Keep smiling 😊,2024-08-01T10:32:12+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Wisdom Tooth Extraction,",0,0,YES,"The doctor was friendly and put me at ease for the wisdom tooth extraction. She explained all the steps and also the post-op care in detail, I'm glad to have got treated here. ",2024-06-08 03:45:17,False,True,Verified Patient,Thank you for the valuable feedback. 🙂,2024-06-12T02:01:58+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,","Dental Fillings,Dental Examinations,",0,0,YES,"She's there when you need her on WhatsApp, that's the best perk, n even on calls she'll try to work around your schedule. I'm also really relaxed about approaching her with absolutely any kind of question regarding my treatment or issues. Epitome of healthcare who truly cares! 😊
I'm already a regular now. ",2023-03-31 06:27:49,False,True,Shradha Nirmale,Thank you so much for appreciating the efforts. Your well-being is our pride. Keep smiling! ☺️,2023-04-02T02:25:24+0000,Dr. Namita Jaiswal
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Dental Fillings,",0,0,YES,"We follow Dr Namita for all our Dental issues for all family members! She is really sweet & friendly. Listens peacefully & explains properly. 
We recommend city smiles to all our friends 😀",2023-12-30 07:30:22,False,True,Yashika Govil,Thank you Yashika for the wonderful feedback. It's a pleasure to have you as our patron. Looking forward to seeing you again for the follow up visits 😊,2024-01-02T11:45:00+0000,Dr. Namita Jaiswal
"Treatment satisfaction,Doctor friendliness,","Surgical Tooth Extraction,",0,0,YES,"It really was a pleasant treatment,  successfully completed and am happy for the immediate response .",2023-12-17 08:13:02,False,True,SHIVAKUMAR G,Thank you for the valuable feedback Mr Shivakumar. It was a pleasure to have you as our patron. Keep Smiling 😊,2023-12-18T09:55:26+0000,Dr. Namita Jaiswal
"Explanation of the health issue,Doctor friendliness,Treatment satisfaction,Wait time,","Dental Crowns,",0,0,YES,"Very good explanation about problems . Good analysis 
and found route cause . Prompt actions . Clinic is  clean and environment is good.",2023-12-15 09:33:52,False,True,Avinash Managoli,Thank you for the valuable feedback Mr Avinash. Appreciate your kind words. Glad that you had a  good experience with us. ,2023-12-17T15:59:02+0000,Dr. Namita Jaiswal
"Doctor friendliness,Treatment satisfaction,Value for money,Explanation of the health issue,Wait time,","Dental Crowns,",0,0,YES,"I m consulting Doctor since 3-4 years for my dental problems. Very friendly nature Dr, very good experience 👍 ",2023-12-15 04:37:00,False,True,Shilpa Sanjay kulkarani,Thank you for the valuable feedback Mrs Shilpa. Appreciate your kind words. Keep Smiling 😊,2023-12-17T15:57:55+0000,Dr. Namita Jaiswal
