rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification.1,college.1,completion_year.1,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,Unnamed: 26,gender
1,219048,500863,671985,https://imagesx.practo.com/providers/dr-anantharaman-orthopedic-surgeon-chennai-ba8e35cc-9448-44ef-996a-49110b641bde.jpg,/chennai/doctor/anantharaman-orthopedist?practice_id=671985&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. Anantharaman,Orthopedist,MBBS,"Sri Ramachandra University, Chennai",1999,MS - Orthopaedics,"Grant Medical College and Sir JJ Hospital, Mumbai",2007.0,25,Chennai,Thiruvottiyur,Hospital,Sugam Hospital,4000,Dr. Anantharaman is an Orthopaedic Surgeon in Royapuram with 15 years of experience in the medical field.,89.0,9.0,5,"8/7/2024, 8:16:05 PM",2,,male
2,672929,209635,1153960,https://imagesx.practo.com/providers/dr-phani-kiran-s-spine-surgeon-ortho-chennai-dd3c84e3-aa11-455b-ac27-5157b39d44f2.jpg,/chennai/doctor/dr-phani-kiran-s-orthopedist?practice_id=1153960&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. Phani Kiran S,Orthopedist,MBBS,"G B Pant Hospital / Moulana Azad Medical College, New Delhi",2001,MS - Orthopaedics,"G B Pant Hospital / Moulana Azad Medical College, New Delhi",2006.0,22,Chennai,Perumbakkam,Hospital,Gleneagles Health City,1000,"Dr. Phani Kiran has done his graduation (MBBS) and post graduation (MS Orthopaedics) from the prestigious Maulana Azad Medical College, New Delhi. After completing his post graduation in Orthopaedics, he specialized in Spine Surgery. He became a National Board Certified Spine Surgeon (FNB) in 2012. He has obtained further training in Spinal deformity correction and in Minimally  Invasive Spine Surgery at centres of excellence in Hong Kong and in Germany. He is an active member of national and international spine societies. Dr Phani Kiran is a specialist in Minimally Invasive and Endoscopic Spine Surgery(Key hole), Spine injection procedures, Spinal deformity (Scoliosis, Kyphosis) correction. He runs 'Medspine Spine Clinics' at Ojas Ortho Clinic, Saligramam and at The Ortho Clinic at Medavakkam.",99.0,294.0,93,"8/7/2024, 8:16:05 PM",3,,male
3,517908,544869,1029288,https://imagesx.practo.com/providers/dr-arun-prakash-orthopedic-surgeon-chennai-9be2459b-d278-4394-9a98-d7958fb6d1dc.jpg,/chennai/doctor/dr-arun-prakash-2-orthopedist?practice_id=1029288&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. Arun Prakash,Orthopedist,MBBS,"Sri Ramachandra University, Chennai",2004,MS - Orthopaedics,"Sri Ramachandra University, Chennai",2009.0,20,Chennai,Kilpauk,Hospital,Murugan Hospitals,500,"Dr. Arun Prakash is an orthopaedician practices at Murugan Hospital and Abhijay Hospital in Chennai. He specialise in the treatment of pain management in the body handling procedures like hip replacement surgeries, arthroscopy, knee replacement surgeries, arthritis and management of fractures. The common symptoms that indicate an orthopaedic problem are swelling and redness of joints, constant joint pain, joint stiffness and difficulty in moving joints. Dr Prakash handles the diagnosis and commits in laying out proper treatment plans for quick recoveries. ",93.0,43.0,16,"8/7/2024, 8:16:05 PM",5,,male
4,665616,273722,1112583,https://imagesx.practo.com/providers/dr-k-velmurugan-orthopedic-surgeon-chennai-c4eba044-9cf3-44e3-a68d-a19efa0b5243.jpg,/chennai/doctor/dr-k-velmurugan-orthopedist?practice_id=1112583&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. K. Velmurugan,Orthopedist,MBBS,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),1997,MS - Orthopaedics,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),2005.0,22,Chennai,Arumbakkam,Hospital,Prime Indian Hospitals,500,"Prof. Of Orthopedics, With 12 Years Of Experiance In Complex Trauma , Spine And Joint Replacement Surgeries",94.0,70.0,21,"8/7/2024, 8:16:05 PM",6,,male
5,645631,382050,1209498,https://imagesx.practo.com/providers/dr-s-s-kumar-spine-surgeon-ortho-chennai-ee6a73c0-7866-4dce-913f-cf1ce2fcfc05.jpg,/chennai/doctor/dr-s-s-kumar-orthopedist?practice_id=1209498&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. S.S. Kumar,Orthopedist,MBBS,"Madras Medical College, Chennai",1993,FRCS (Edinburgh),"Edinburgh, U.K",1999.0,31,Chennai,Sholinganallur,Hospital,Astra Speciality Hospital,600,"Dr. S.S. Kumar practices at ASTRA Ortho n Spine Center in Velachery & ASTRA Speciality Hospital, Semmenchery, Off OMR Road, Chennai. He is an Orthopaedic & Spine Surgeon and has experience of over 20 years in these fields. He completed MBBS from Madras Medical College, Chennai in 1991, FRCS from Edinburgh in 1999, Diploma in Orthopaedic Engineering from Cardiff-U.K in 2008, FRCS (Trauma & Ortho) UK in 2009 and Fellowships in Spine Surgery, the UK in 2010. He also trained and worked in the UK from 1996 to 2012. Until recently he was working as a Senior Consultant Ortho & Spine surgeon at Global Health City, Chennai. He is now visiting consultant at Apollo Hospitals, Chennai. Fields of interest: spinal surgery including spinal deformity correction & minimally invasive surgery, spinal pain management, orthopedic trauma & hand surgery. He is a member of Association of Spine Surgeons of India (ASSI) and Indian Orthopaedic Association.  He is a senior consultant trained in the UK in the subspecialties of spine surgery, hand surgery, and pain management. He deals with complex spine problems including deformities and tumors. He is also an expert in minimally invasive spine procedures and injection therapies.",96.0,857.0,264,"8/7/2024, 8:16:05 PM",7,,male
6,736314,92397,1153960,https://imagesx.practo.com/providers/dr-ajit-yadav-orthopedic-surgeon-chennai-2d22a2e6-ca80-4a9d-8492-b724a42dedc8.jpg,/chennai/doctor/dr-ajit-yadav-orthopedist?practice_id=1153960&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. Ajit Yadav,Orthopedist,MBBS,"Armed Forces Medical College (AFMC), Pune",1981,MS - Orthopaedics,"All India Institute of Medical Sciences, New Delhi",1987.0,37,Chennai,Perumbakkam,Hospital,Gleneagles Health City,1100,,100.0,1.0,1,"8/7/2024, 8:16:05 PM",8,,male
7,875497,589260,1255075,https://imagesx.practo.com/providers/dr-karunakaran-s-spine-surgeon-ortho-chennai-391d03ab-0ac5-4c3b-828c-c96ff2650d0a.jpg,/chennai/doctor/dr-karunakaran-2?practice_id=1255075&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. Karunakaran. S,Orthopedist,MBBS,"Rajah Muthiah Dental College  Hospital,Annamalai University,",1995,MS - Orthopaedics,"Sri Ramachandra University, Chennai",2000.0,29,Chennai,Anna Nagar,Hospital,MGM Healthcare,1500,"Dr. Karunakaran. S, Consultant Spine Orthopedic Surgeon with an experience of 22 years. He practices at Precision Spine Center in Anna Nagar East as well as in Gleneagles Global Hospital, Chennai. He is currently the Director Of Institute Of Advanced Spine Services, Gleneagles Global Hospital, Chennai. He was previously heading the spine unit at Madras Medical College and Government General Hospital of Chennai. He was also a Consultant at Meenakshi Medical Mission Hospital, Madurai during when he started the Department of Spine surgery. Dr. Karunakaran.S specializes in the treatment of spinal disorders of the cervical, thoracic and lumbar spine. He is particularly interested in the appropriate use of minimally invasive and motion-sparing techniques. He is pioneer in percutaneous endoscopic lumbar discectomy under local anaesthesia for disc prolapse in this part of the country (Trans foraminal and inter laminar without stiches). First in South India to have used INSPACE - interspinous implant for lumbar canal stenosis-Key hole spine surgery local anaesthesia. He also Pioneered in 3D printing of Spine and performed more than thousand spine surgeries-scoliosis, cervical spine pathologies, thoracotomies, laparotomy, disc replacement surgeries.  He has done his training in interlaminar percutaneous Endoscopic Cervical and Lumbar Spine Surgery with Dr. Sebastian Ruetten at St.Anna Hospital, Herne, Germany 2013and observership with Dr. Randal Betz at Shriners Hospital for Children-Philadelphia, USA at 2003. Observership in the spine unit at the Hospital for Special Surgery- NewYork, USA at 2003. He has also done Observership at AIIMS (All India Institute of Medical Sciences) in New Delhi under Dr.Aravind Jayaswal in the year of 2004. He has taken Advanced Training for Endoscopic Spine Surgery under Dr.Antony Yeung, Phoenix in USA at 2013-Trans foraminal endoscopic lumbar disc surgery, Dorsal Endoscopic Rhizotomy for Chronic back pain and latest Percutaneous Fusion techniques under local anaesthesia.",93.0,15.0,15,"8/7/2024, 8:16:05 PM",9,,male
8,892412,384781,1327777,https://imagesx.practo.com/providers/dr-b-pasupathy-orthopedic-surgeon-chennai-ce636516-b556-438f-b280-cf2f3527e3ce.jpg,/chennai/doctor/dr-b-pasupathy-orthopedist-1?practice_id=1327777&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. B.Pasupathy,Orthopedist,MBBS,Thanjavur Medical College,1990,MS - Orthopaedics,"Madras Medical College, Chennai",2002.0,34,Chennai,Korattur,Hospital,RPS Hospitals,500,,89.0,9.0,1,"8/7/2024, 8:16:05 PM",11,,male
9,442513,498547,706234,https://imagesx.practo.com/providers/dr-a-dorairajan-orthopedic-surgeon-chennai-15c529b4-cf46-422b-a006-5cb9049fafc2.jpg,/chennai/doctor/a-dorairajan-orthopedist?practice_id=706234&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. A Dorairajan,Orthopedist,MBBS,Madurai Kamaraj University,1989,MS - Orthopaedics,Pondicherry University,1993.0,35,Chennai,Shenoy Nagar,Hospital,Billroth Hospitals,700,"Dr. A Dorairajan is an orthopaedic surgeon who practices at the Billroth Hospitals in Chennai. He is commonly consulted for spinal disorders, arthritis, sports injuries, trauma, bone tumours, joint replacements, head injuries and deformities. Dr Dorairajan is a surgeon who has been educated and trained in the diagnosis and preoperative, operative, and postoperative treatment of diseases and injuries of the musculoskeletal system. After completing medical school he obtained his MS (ortho), DNB and MSc in ortho. He also underwent training and gained exposure with the fellowship in Royal College of Surgeons. ",100.0,4.0,1,"8/7/2024, 8:16:05 PM",12,,male
10,539296,564525,1154598,https://imagesx.practo.com/providers/dr-s-vignesh-jayabalan-spine-surgeon-ortho-chennai-1bdfec86-1c5e-444d-9099-b91fc15b84b5.jpg,/chennai/doctor/dr-s-vignesh-jayabalan-1-spine-surgeon?practice_id=1154598&specialization=Orthopedist&referrer=doctor_listing&page_uid=40b23416-ba81-465d-a880-a71ec79fab11,Dr. S Vignesh Jayabalan,Orthopedist,MBBS,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),2001,MS - Orthopaedics,"Sri Ramachandra University, Chennai",2006.0,18,Chennai,Kilpauk,Hospital,VS Hospitals - Centre for Advanced Surgeries and Tertiary Care,500,,100.0,2.0,1,"8/7/2024, 8:16:05 PM",13,,male
